campaign.id,campaign.name,ad_group.id,ad_group.name,customer.id,customer.descriptive_name,campaign.advertising_channel_type,metrics.impressions,metrics.clicks,metrics.cost_micros,metrics.ctr,average_cpm_micros,average_cpc_micros,metrics.conversions,metrics.conversions_value,segments.date,platform
3000000004,Cyber Week Lookalike - Top Sellers DISPLAY,4000000035,Exact 7,1234567890,Northstar Retail,DISPLAY,790645,47259,29113784192,0.05977,36822827,616047,1492,207818.49,2024-11-05,google
3000000004,Loyalty Lapsed Customers - Core Terms SHOPPING,4000000036,Broad 8,1234567890,Northstar Retail,SHOPPING,625160,14078,22184728662,0.02252,35486481,1575844,206,11974.84,2024-11-06,google
3000000004,Loyalty Lookalike - Broad SEARCH,4000000037,Asset Group 0,1234567890,Northstar Retail,SEARCH,874335,61198,38974101379,0.06999,44575708,636853,1216,155626.35,2024-11-07,google
3000000004,Black Friday Cart Abandoners - Top Sellers PERFORMANCE_MAX,4000000038,Broad 1,1234567890,Northstar Retail,PERFORMANCE_MAX,551244,31801,20965831141,0.05769,38033668,659282,558,82246.62,2024-11-08,google
3000000004,Cyber Week Cart Abandoners - Broad VIDEO,4000000039,Product Group 2,1234567890,Northstar Retail,VIDEO,846474,41007,15535386704,0.04844,18353058,378847,892,82355.09,2024-11-09,google
3000000004,Loyalty Retargeting - Gift Guide SEARCH,4000000040,Exact 3,1234567890,Northstar Retail,SEARCH,345024,20521,13792258797,0.05948,39974781,672105,907,72588.62,2024-11-10,google
3000000005,Evergreen Retargeting - Core Terms PERFORMANCE_MAX,4000000041,Product Group 4,1234567890,Northstar Retail,PERFORMANCE_MAX,819063,8825,27381500729,0.01077,33430274,3102720,123,14080.66,2024-11-11,google
3000000005,Cyber Week Lapsed Customers - Promo Push DISPLAY,4000000042,Phrase 5,1234567890,Northstar Retail,DISPLAY,122845,7474,2879558777,0.06084,23440586,385277,173,18564.28,2024-11-12,google
3000000005,Loyalty Cart Abandoners - Promo Push DISPLAY,4000000043,Asset Group 6,1234567890,Northstar Retail,DISPLAY,152581,6259,7814117294,0.04102,51212912,1248461,104,14255.23,2024-11-13,google
3000000005,New Arrivals Retargeting - Value Props DISPLAY,4000000044,Broad 7,1234567890,Northstar Retail,DISPLAY,938117,11231,15197650147,0.01197,16200165,1353188,562,51545.89,2024-11-14,google
3000000005,New Arrivals Prospecting - Broad SEARCH,4000000045,Broad 8,1234567890,Northstar Retail,SEARCH,490819,2877,9240567230,0.00586,18826833,3211876,194,13152.70,2024-11-15,google
3000000005,Holiday Lapsed Customers - Broad PERFORMANCE_MAX,4000000046,Product Group 0,1234567890,Northstar Retail,PERFORMANCE_MAX,151109,10308,7485998003,0.06822,49540385,726232,118,15808.57,2024-11-16,google
3000000005,Evergreen High Intent - Core Terms PERFORMANCE_MAX,4000000047,Product Group 1,1234567890,Northstar Retail,PERFORMANCE_MAX,553313,36072,25656110190,0.06519,46368168,711247,453,60303.78,2024-11-17,google
3000000005,New Arrivals Lookalike - Promo Push DISPLAY,4000000048,Broad 2,1234567890,Northstar Retail,DISPLAY,380670,18697,4965573520,0.04912,13044300,265581,1387,170625.53,2024-11-18,google
3000000005,Evergreen Lookalike - Gift Guide VIDEO,4000000049,Phrase 3,1234567890,Northstar Retail,VIDEO,742899,21324,21484625725,0.02870,28919982,1007533,1222,170379.99,2024-11-19,google
3000000005,Black Friday Lapsed Customers - Broad SEARCH,4000000050,Product Group 4,1234567890,Northstar Retail,SEARCH,290239,6112,3697885360,0.02106,12740829,605021,67,3295.45,2024-11-20,google
3000000006,Black Friday Lookalike - Broad PERFORMANCE_MAX,4000000051,Broad 5,1234567890,Northstar Retail,PERFORMANCE_MAX,455424,9403,21710127165,0.02065,47670143,2308851,474,53764.03,2024-11-21,google
3000000006,Cyber Week Prospecting - Broad SHOPPING,4000000052,Broad 6,1234567890,Northstar Retail,SHOPPING,744746,37211,11311349061,0.04996,15188197,303979,1192,109332.27,2024-11-22,google
3000000006,Black Friday Cart Abandoners - Gift Guide PERFORMANCE_MAX,4000000053,Exact 7,1234567890,Northstar Retail,PERFORMANCE_MAX,731920,8855,26871674159,0.01210,36713950,3034633,658,60816.06,2024-11-23,google
3000000006,Loyalty Lookalike - Value Props VIDEO,4000000054,Broad 8,1234567890,Northstar Retail,VIDEO,506196,37552,11757335164,0.07418,23226843,313095,2466,133273.10,2024-11-24,google
3000000006,Loyalty Lookalike - Promo Push SEARCH,4000000055,Broad 0,1234567890,Northstar Retail,SEARCH,253993,14438,3631214623,0.05684,14296515,251504,323,28893.58,2024-11-25,google
3000000006,Cyber Week Cart Abandoners - Value Props SEARCH,4000000056,Broad 1,1234567890,Northstar Retail,SEARCH,534583,33723,6287920831,0.06308,11762291,186458,2218,221197.57,2024-11-26,google
3000000006,Cyber Week Lookalike - Promo Push DISPLAY,4000000057,Broad 2,1234567890,Northstar Retail,DISPLAY,303412,20870,16214482163,0.06879,53440478,776928,1037,58763.61,2024-11-27,google
3000000006,Loyalty Cart Abandoners - Broad SHOPPING,4000000058,Phrase 3,1234567890,Northstar Retail,SHOPPING,37199,196,1155997728,0.00528,31076043,5897948,7,815.36,2024-11-28,google
3000000006,Evergreen High Intent - Core Terms SHOPPING,4000000059,Phrase 4,1234567890,Northstar Retail,SHOPPING,67644,1273,2391906595,0.01882,35360218,1878953,43,4171.87,2024-11-29,google
3000000006,Loyalty Retargeting - Core Terms VIDEO,4000000060,Product Group 5,1234567890,Northstar Retail,VIDEO,745810,12506,30345521590,0.01677,40688006,2426477,302,39447.83,2024-11-30,google
3000000007,Cyber Week Prospecting - Value Props SHOPPING,4000000061,Broad 6,1234567890,Northstar Retail,SHOPPING,600836,23444,31182339286,0.03902,51898254,1330078,1371,180657.52,2024-11-01,google
3000000007,Evergreen Lapsed Customers - Gift Guide SEARCH,4000000062,Asset Group 7,1234567890,Northstar Retail,SEARCH,331426,14724,12537459141,0.04443,37828834,851498,354,38965.33,2024-11-02,google
3000000007,Cyber Week Lookalike - Promo Push DISPLAY,4000000063,Phrase 8,1234567890,Northstar Retail,DISPLAY,26929,844,762604869,0.03134,28319094,903560,48,4729.75,2024-11-03,google
3000000007,Loyalty High Intent - Gift Guide PERFORMANCE_MAX,4000000064,Asset Group 0,1234567890,Northstar Retail,PERFORMANCE_MAX,37694,976,1838917671,0.02589,48785421,1884137,64,7273.92,2024-11-04,google
3000000007,Black Friday Retargeting - Gift Guide PERFORMANCE_MAX,4000000065,Product Group 1,1234567890,Northstar Retail,PERFORMANCE_MAX,828714,49737,23230019358,0.06002,28031407,467057,933,51886.16,2024-11-05,google
3000000007,Cyber Week Lapsed Customers - Gift Guide DISPLAY,4000000066,Phrase 2,1234567890,Northstar Retail,DISPLAY,667073,9934,16007474105,0.01489,23996585,1611383,420,38490.11,2024-11-06,google
3000000007,Black Friday Lookalike - Core Terms PERFORMANCE_MAX,4000000067,Phrase 3,1234567890,Northstar Retail,PERFORMANCE_MAX,97698,6556,3908860894,0.06711,40009631,596226,257,25112.04,2024-11-07,google
3000000007,Loyalty Lapsed Customers - Top Sellers VIDEO,4000000068,Product Group 4,1234567890,Northstar Retail,VIDEO,940966,34261,41933098488,0.03641,44563883,1223931,1804,212187.67,2024-11-08,google
3000000007,New Arrivals Prospecting - Core Terms PERFORMANCE_MAX,4000000069,Phrase 5,1234567890,Northstar Retail,PERFORMANCE_MAX,134949,785,5081364772,0.00582,37653964,6473076,9,778.95,2024-11-09,google
3000000007,New Arrivals Lookalike - Promo Push DISPLAY,4000000070,Broad 6,1234567890,Northstar Retail,DISPLAY,687461,25971,32632720431,0.03778,47468468,1256506,484,71908.66,2024-11-10,google
3000000008,Black Friday Lapsed Customers - Broad SEARCH,4000000071,Broad 7,1234567890,Northstar Retail,SEARCH,624008,38085,22301432993,0.06103,35739018,585570,1544,181996.43,2024-11-11,google
3000000008,Cyber Week Lapsed Customers - Gift Guide PERFORMANCE_MAX,4000000072,Asset Group 8,1234567890,Northstar Retail,PERFORMANCE_MAX,673820,32746,19076704845,0.04860,28311277,582566,1699,177130.40,2024-11-12,google
3000000008,New Arrivals Cart Abandoners - Value Props DISPLAY,4000000073,Phrase 0,1234567890,Northstar Retail,DISPLAY,316349,11973,16704556803,0.03785,52804203,1395186,500,64485.02,2024-11-13,google
3000000008,New Arrivals Retargeting - Gift Guide PERFORMANCE_MAX,4000000074,Broad 1,1234567890,Northstar Retail,PERFORMANCE_MAX,766198,26517,36702427324,0.03461,47902014,1384109,1640,239789.85,2024-11-14,google
3000000008,Black Friday High Intent - Promo Push SEARCH,4000000075,Asset Group 2,1234567890,Northstar Retail,SEARCH,68296,2371,2574979802,0.03471,37703230,1086031,45,4708.45,2024-11-15,google
3000000008,Holiday Cart Abandoners - Promo Push SHOPPING,4000000076,Asset Group 3,1234567890,Northstar Retail,SHOPPING,564324,22315,19219326316,0.03954,34057255,861274,1579,134963.04,2024-11-16,google
3000000008,Holiday Retargeting - Core Terms DISPLAY,4000000077,Phrase 4,1234567890,Northstar Retail,DISPLAY,272414,5147,11718957900,0.01889,43018927,2276852,283,20062.97,2024-11-17,google
3000000008,Loyalty Prospecting - Broad SEARCH,4000000078,Product Group 5,1234567890,Northstar Retail,SEARCH,292148,22141,8007886718,0.07579,27410377,361677,352,44418.15,2024-11-18,google
3000000008,Holiday Lookalike - Core Terms SHOPPING,4000000079,Phrase 6,1234567890,Northstar Retail,SHOPPING,169615,6212,9305617592,0.03663,54863176,1498007,235,14702.52,2024-11-19,google
3000000008,Evergreen Prospecting - Broad SEARCH,4000000080,Product Group 7,1234567890,Northstar Retail,SEARCH,450906,22491,7905344682,0.04988,17532135,351489,883,69697.84,2024-11-20,google
3000000009,Loyalty Prospecting - Core Terms PERFORMANCE_MAX,4000000081,Exact 8,1234567890,Northstar Retail,PERFORMANCE_MAX,543343,32122,10740085559,0.05912,19766677,334353,853,52176.67,2024-11-21,google
3000000009,Loyalty Prospecting - Broad VIDEO,4000000082,Broad 0,1234567890,Northstar Retail,VIDEO,120741,4574,3046728481,0.03788,25233587,666097,343,36729.64,2024-11-22,google
3000000009,New Arrivals Lookalike - Promo Push VIDEO,4000000083,Phrase 1,1234567890,Northstar Retail,VIDEO,651278,43475,18180758797,0.06675,27915512,418189,1356,111831.84,2024-11-23,google
3000000009,Black Friday Lapsed Customers - Promo Push PERFORMANCE_MAX,4000000084,Phrase 2,1234567890,Northstar Retail,PERFORMANCE_MAX,866931,61291,25057745452,0.07070,28903968,408832,678,81881.20,2024-11-24,google
3000000009,New Arrivals Cart Abandoners - Promo Push SHOPPING,4000000085,Broad 3,1234567890,Northstar Retail,SHOPPING,389902,14561,20284977995,0.03735,52025837,1393103,873,115050.48,2024-11-25,google
3000000009,Loyalty Prospecting - Top Sellers PERFORMANCE_MAX,4000000086,Broad 4,1234567890,Northstar Retail,PERFORMANCE_MAX,546486,34350,18309215376,0.06286,33503540,533019,426,40274.93,2024-11-26,google
3000000009,Loyalty Prospecting - Top Sellers SHOPPING,4000000087,Product Group 5,1234567890,Northstar Retail,SHOPPING,118681,8785,6357311207,0.07402,53566377,723655,405,42966.09,2024-11-27,google
3000000009,Loyalty High Intent - Promo Push DISPLAY,4000000088,Exact 6,1234567890,Northstar Retail,DISPLAY,846499,33206,7608764775,0.03923,8988510,229138,2456,95637.44,2024-11-28,google
3000000009,Loyalty Cart Abandoners - Value Props SHOPPING,4000000089,Product Group 7,1234567890,Northstar Retail,SHOPPING,815024,30293,7588780920,0.03717,9311113,250513,1780,117386.08,2024-11-29,google
3000000009,Loyalty High Intent - Value Props SHOPPING,4000000090,Broad 8,1234567890,Northstar Retail,SHOPPING,652521,28252,17539356316,0.04330,26879374,620818,1857,83693.85,2024-11-30,google
3000000010,New Arrivals Lapsed Customers - Core Terms DISPLAY,4000000091,Product Group 0,1234567890,Northstar Retail,DISPLAY,743689,54518,5932628475,0.07331,7977298,108820,1841,161670.53,2024-11-01,google
3000000010,Evergreen Lookalike - Core Terms DISPLAY,4000000092,Phrase 1,1234567890,Northstar Retail,DISPLAY,877227,35898,17916679175,0.04092,20424222,499100,2391,246012.17,2024-11-02,google
3000000010,New Arrivals Cart Abandoners - Top Sellers DISPLAY,4000000093,Phrase 2,1234567890,Northstar Retail,DISPLAY,821340,15817,32522822975,0.01926,39597272,2056194,618,64402.58,2024-11-03,google
3000000010,Cyber Week Lapsed Customers - Broad SHOPPING,4000000094,Product Group 3,1234567890,Northstar Retail,SHOPPING,585429,8441,25410620020,0.01442,43405127,3010380,590,70840.48,2024-11-04,google
3000000010,Evergreen Lapsed Customers - Promo Push PERFORMANCE_MAX,4000000095,Exact 4,1234567890,Northstar Retail,PERFORMANCE_MAX,55847,1355,522736458,0.02426,9360153,385783,78,7039.73,2024-11-05,google
3000000010,Cyber Week Prospecting - Top Sellers VIDEO,4000000096,Exact 5,1234567890,Northstar Retail,VIDEO,149767,5244,2516556940,0.03501,16803147,479893,336,44607.17,2024-11-06,google
3000000010,Loyalty Lapsed Customers - Gift Guide SHOPPING,4000000097,Broad 6,1234567890,Northstar Retail,SHOPPING,394817,14278,20409571131,0.03616,51693750,1429442,155,13884.85,2024-11-07,google
3000000010,Loyalty Lookalike - Broad SEARCH,4000000098,Asset Group 7,1234567890,Northstar Retail,SEARCH,570219,11479,14475140689,0.02013,25385230,1261011,331,17949.96,2024-11-08,google
3000000010,Holiday Prospecting - Core Terms SHOPPING,4000000099,Product Group 8,1234567890,Northstar Retail,SHOPPING,687563,46181,6154108484,0.06717,8950610,133261,2908,330364.53,2024-11-09,google
3000000010,New Arrivals High Intent - Broad VIDEO,4000000100,Broad 0,1234567890,Northstar Retail,VIDEO,169433,4965,1848648214,0.02930,10910792,372336,103,4100.24,2024-11-10,google
3000000011,Cyber Week Prospecting - Promo Push DISPLAY,4000000101,Phrase 1,1234567890,Northstar Retail,DISPLAY,666526,39211,27267861986,0.05883,40910425,695414,317,43705.38,2024-11-11,google
3000000011,Black Friday Prospecting - Value Props PERFORMANCE_MAX,4000000102,Product Group 2,1234567890,Northstar Retail,PERFORMANCE_MAX,697784,44626,35032728930,0.06395,50205692,785030,2579,344943.26,2024-11-12,google
3000000011,Cyber Week Cart Abandoners - Promo Push SHOPPING,4000000103,Exact 3,1234567890,Northstar Retail,SHOPPING,762899,49009,37287538057,0.06424,48876113,760830,2311,161904.44,2024-11-13,google
3000000011,Evergreen High Intent - Top Sellers SHOPPING,4000000104,Asset Group 4,1234567890,Northstar Retail,SHOPPING,370830,13702,11242643640,0.03695,30317514,820511,337,21804.25,2024-11-14,google
3000000011,Cyber Week Prospecting - Gift Guide DISPLAY,4000000105,Asset Group 5,1234567890,Northstar Retail,DISPLAY,674248,14665,18924715318,0.02175,28067885,1290468,946,106330.38,2024-11-15,google
3000000011,Black Friday High Intent - Gift Guide VIDEO,4000000106,Broad 6,1234567890,Northstar Retail,VIDEO,609954,4041,27441042266,0.00662,44988708,6790656,208,26079.60,2024-11-16,google
3000000011,Holiday Retargeting - Promo Push DISPLAY,4000000107,Asset Group 7,1234567890,Northstar Retail,DISPLAY,418931,25382,11826743883,0.06059,28230768,465950,1556,194404.74,2024-11-17,google
3000000011,Loyalty Lookalike - Core Terms SHOPPING,4000000108,Broad 8,1234567890,Northstar Retail,SHOPPING,350928,15237,14977373447,0.04342,42679334,982961,824,93825.97,2024-11-18,google
3000000011,Loyalty Retargeting - Promo Push SEARCH,4000000109,Exact 0,1234567890,Northstar Retail,SEARCH,305105,10903,3485930876,0.03573,11425348,319722,193,14217.79,2024-11-19,google
3000000011,Cyber Week Lapsed Customers - Gift Guide DISPLAY,4000000110,Product Group 1,1234567890,Northstar Retail,DISPLAY,918703,46008,12089367350,0.05008,13159168,262767,2774,299665.59,2024-11-20,google
3000000012,Holiday Prospecting - Broad PERFORMANCE_MAX,4000000111,Product Group 2,1234567890,Northstar Retail,PERFORMANCE_MAX,765210,49351,15339039671,0.06449,20045530,310815,875,78729.35,2024-11-21,google
3000000012,Evergreen Prospecting - Broad VIDEO,4000000112,Exact 3,1234567890,Northstar Retail,VIDEO,827979,7836,28338944473,0.00946,34226646,3616506,289,21590.05,2024-11-22,google
3000000012,Holiday Lookalike - Broad VIDEO,4000000113,Asset Group 4,1234567890,Northstar Retail,VIDEO,24385,138,1145701048,0.00567,46983844,8302182,8,685.82,2024-11-23,google
3000000012,Holiday Lookalike - Value Props PERFORMANCE_MAX,4000000114,Broad 5,1234567890,Northstar Retail,PERFORMANCE_MAX,565099,22905,22175393884,0.04053,39241609,968146,202,25608.02,2024-11-24,google
3000000012,Holiday Lapsed Customers - Value Props VIDEO,4000000115,Asset Group 6,1234567890,Northstar Retail,VIDEO,17025,46,155377601,0.00269,9126438,3377774,2,241.06,2024-11-25,google
3000000012,New Arrivals Cart Abandoners - Value Props SEARCH,4000000116,Exact 7,1234567890,Northstar Retail,SEARCH,41890,1413,610951776,0.03372,14584669,432379,84,12446.63,2024-11-26,google
3000000012,Holiday Lapsed Customers - Top Sellers PERFORMANCE_MAX,4000000117,Asset Group 8,1234567890,Northstar Retail,PERFORMANCE_MAX,370594,4206,10424941647,0.01135,28130357,2478588,60,3936.72,2024-11-27,google
3000000012,Holiday High Intent - Broad SHOPPING,4000000118,Exact 0,1234567890,Northstar Retail,SHOPPING,274320,5469,10090896350,0.01994,36785128,1845108,378,50753.52,2024-11-28,google
3000000012,Evergreen Retargeting - Promo Push VIDEO,4000000119,Phrase 1,1234567890,Northstar Retail,VIDEO,252986,16641,4213420036,0.06578,16654756,253195,1116,91033.39,2024-11-29,google
3000000012,New Arrivals Lapsed Customers - Value Props PERFORMANCE_MAX,4000000120,Product Group 2,1234567890,Northstar Retail,PERFORMANCE_MAX,239484,15191,8376461726,0.06343,34977125,551410,151,13151.84,2024-11-30,google
3000000013,Holiday Prospecting - Value Props SEARCH,4000000121,Asset Group 3,1234567890,Northstar Retail,SEARCH,854495,50570,31476882538,0.05918,36836825,622442,2181,268369.77,2024-11-01,google
3000000013,Black Friday Lookalike - Promo Push SEARCH,4000000122,Exact 4,1234567890,Northstar Retail,SEARCH,204456,3045,2567115260,0.01489,12555832,843059,184,15110.54,2024-11-02,google
3000000013,Loyalty High Intent - Core Terms SHOPPING,4000000123,Exact 5,1234567890,Northstar Retail,SHOPPING,416020,10809,12263319064,0.02598,29477715,1134547,631,54792.77,2024-11-03,google
3000000013,Holiday Lookalike - Promo Push DISPLAY,4000000124,Broad 6,1234567890,Northstar Retail,DISPLAY,769642,2493,19857460244,0.00324,25800905,7965287,90,7442.55,2024-11-04,google
3000000013,Cyber Week Cart Abandoners - Broad DISPLAY,4000000125,Exact 7,1234567890,Northstar Retail,DISPLAY,742136,4572,14989291693,0.00616,20197500,3278498,197,12912.55,2024-11-05,google
3000000013,New Arrivals Lookalike - Gift Guide SHOPPING,4000000126,Phrase 8,1234567890,Northstar Retail,SHOPPING,688352,35492,11772661789,0.05156,17102677,331699,1176,141291.71,2024-11-06,google
3000000013,Cyber Week Lapsed Customers - Broad PERFORMANCE_MAX,4000000127,Broad 0,1234567890,Northstar Retail,PERFORMANCE_MAX,337146,4596,15961421669,0.01363,47342759,3472894,149,20723.37,2024-11-07,google
3000000013,Black Friday Cart Abandoners - Broad VIDEO,4000000128,Exact 1,1234567890,Northstar Retail,VIDEO,680086,33976,23385099919,0.04996,34385504,688283,2345,172306.24,2024-11-08,google
3000000013,Loyalty Lapsed Customers - Broad VIDEO,4000000129,Product Group 2,1234567890,Northstar Retail,VIDEO,878136,46201,11990348814,0.05261,13654319,259526,3016,305243.01,2024-11-09,google
3000000013,Evergreen Lookalike - Promo Push SHOPPING,4000000130,Product Group 3,1234567890,Northstar Retail,SHOPPING,313113,11003,8850225862,0.03514,28265278,804347,734,76404.79,2024-11-10,google
3000000014,Cyber Week Cart Abandoners - Top Sellers VIDEO,4000000131,Broad 4,1234567890,Northstar Retail,VIDEO,667002,12528,18132052558,0.01878,27184405,1447322,430,28455.07,2024-11-11,google
3000000014,Evergreen Retargeting - Value Props SHOPPING,4000000132,Asset Group 5,1234567890,Northstar Retail,SHOPPING,678899,44962,32199237654,0.06623,47428613,716143,1693,192360.12,2024-11-12,google
3000000014,Holiday Lapsed Customers - Promo Push PERFORMANCE_MAX,4000000133,Phrase 6,1234567890,Northstar Retail,PERFORMANCE_MAX,758919,37177,40308364848,0.04899,53112868,1084229,2748,298768.72,2024-11-13,google
3000000014,Evergreen Prospecting - Broad SHOPPING,4000000134,Asset Group 7,1234567890,Northstar Retail,SHOPPING,183325,13111,8035453237,0.07152,43831737,612879,371,48862.23,2024-11-14,google
3000000014,Evergreen Prospecting - Top Sellers VIDEO,4000000135,Asset Group 8,1234567890,Northstar Retail,VIDEO,734179,8390,32883991619,0.01143,44790156,3919427,82,6837.29,2024-11-15,google
