Campaign ID,Campaign Name,Ad Group ID,Ad Group Name,Creative ID,Creative Name,Advertiser ID,Advertiser Name,Channel,Impressions,Clicks,Advertiser Cost (Adv Currency),CTR,CPM,CPC,Total Conversions,Date,platform
ttd_cmp_00005,Holiday Lapsed Customers - Gift Guide Audio,ttd_ag_00063,Retargeting Audio,ttd_cr_00063,Audio Creative 2,998877,Northstar Retail,Audio,20087,1172,561.29,5.83,27.94,0.48,70,2024-11-03,ttd
ttd_cmp_00005,Cyber Week Lapsed Customers - Promo Push Online Video,ttd_ag_00064,Retargeting Online Video,ttd_cr_00064,Online Video Creative 3,998877,Northstar Retail,Online Video,475801,4009,4126.41,0.84,8.67,1.03,44,2024-11-04,ttd
ttd_cmp_00005,New Arrivals Cart Abandoners - Core Terms Display,ttd_ag_00065,Contextual Display,ttd_cr_00065,Display Creative 4,998877,Northstar Retail,Display,374676,24207,18862.26,6.46,50.34,0.78,667,2024-11-05,ttd
ttd_cmp_00005,Loyalty High Intent - Core Terms Online Video,ttd_ag_00066,Contextual Online Video,ttd_cr_00066,Online Video Creative 5,998877,Northstar Retail,Online Video,433253,17068,9341.78,3.94,21.56,0.55,962,2024-11-06,ttd
ttd_cmp_00005,New Arrivals Prospecting - Broad Audio,ttd_ag_00067,Contextual Audio,ttd_cr_00067,Audio Creative 6,998877,Northstar Retail,Audio,364108,8791,15767.18,2.41,43.30,1.79,266,2024-11-07,ttd
ttd_cmp_00005,Evergreen Lookalike - Broad Display,ttd_ag_00068,Retargeting Display,ttd_cr_00068,Display Creative 7,998877,Northstar Retail,Display,16904,119,246.24,0.70,14.57,2.07,6,2024-11-08,ttd
ttd_cmp_00005,New Arrivals Lookalike - Promo Push Audio,ttd_ag_00069,Lookalike Audio,ttd_cr_00069,Audio Creative 8,998877,Northstar Retail,Audio,451222,4043,4062.00,0.90,9.00,1.00,281,2024-11-09,ttd
ttd_cmp_00005,Loyalty Cart Abandoners - Broad CTV,ttd_ag_00070,Retargeting CTV,ttd_cr_00070,CTV Creative 9,998877,Northstar Retail,CTV,221735,17028,2759.61,7.68,12.45,0.16,172,2024-11-10,ttd
ttd_cmp_00006,New Arrivals Cart Abandoners - Gift Guide Online Video,ttd_ag_00071,Contextual Online Video,ttd_cr_00071,Online Video Creative 0,998877,Northstar Retail,Online Video,197566,2139,2820.06,1.08,14.27,1.32,75,2024-11-11,ttd
ttd_cmp_00006,Loyalty Lookalike - Promo Push Native,ttd_ag_00072,Lookalike Native,ttd_cr_00072,Native Creative 1,998877,Northstar Retail,Native,811920,40580,25355.29,5.00,31.23,0.62,2201,2024-11-12,ttd
ttd_cmp_00006,Evergreen Lookalike - Value Props Audio,ttd_ag_00073,Behavioral Audio,ttd_cr_00073,Audio Creative 2,998877,Northstar Retail,Audio,113965,4210,1997.87,3.69,17.53,0.47,162,2024-11-13,ttd
ttd_cmp_00006,Cyber Week High Intent - Gift Guide CTV,ttd_ag_00074,Lookalike CTV,ttd_cr_00074,CTV Creative 3,998877,Northstar Retail,CTV,709828,30934,7338.79,4.36,10.34,0.24,2140,2024-11-14,ttd
ttd_cmp_00006,Holiday Lapsed Customers - Value Props Audio,ttd_ag_00075,Contextual Audio,ttd_cr_00075,Audio Creative 4,998877,Northstar Retail,Audio,355872,15033,2537.81,4.22,7.13,0.17,477,2024-11-15,ttd
ttd_cmp_00006,Holiday Retargeting - Broad Native,ttd_ag_00076,Behavioral Native,ttd_cr_00076,Native Creative 5,998877,Northstar Retail,Native,796424,17511,33214.80,2.20,41.70,1.90,693,2024-11-16,ttd
ttd_cmp_00006,New Arrivals Lapsed Customers - Value Props Native,ttd_ag_00077,Retargeting Native,ttd_cr_00077,Native Creative 6,998877,Northstar Retail,Native,315580,20117,16509.84,6.37,52.32,0.82,1490,2024-11-17,ttd
ttd_cmp_00006,Loyalty Lookalike - Broad Native,ttd_ag_00078,Behavioral Native,ttd_cr_00078,Native Creative 7,998877,Northstar Retail,Native,697302,3310,37113.87,0.47,53.22,11.21,133,2024-11-18,ttd
ttd_cmp_00006,Evergreen Retargeting - Broad Native,ttd_ag_00079,Lookalike Native,ttd_cr_00079,Native Creative 8,998877,Northstar Retail,Native,723512,53319,23387.53,7.37,32.32,0.44,2890,2024-11-19,ttd
ttd_cmp_00006,Loyalty Lapsed Customers - Broad Online Video,ttd_ag_00080,Retargeting Online Video,ttd_cr_00080,Online Video Creative 9,998877,Northstar Retail,Online Video,140991,3962,3273.59,2.81,23.22,0.83,303,2024-11-20,ttd
ttd_cmp_00006,Evergreen Lapsed Customers - Core Terms Online Video,ttd_ag_00081,Behavioral Online Video,ttd_cr_00081,Online Video Creative 0,998877,Northstar Retail,Online Video,79479,1597,2305.30,2.01,29.01,1.44,17,2024-11-21,ttd
ttd_cmp_00006,Evergreen Lookalike - Core Terms Native,ttd_ag_00082,Retargeting Native,ttd_cr_00082,Native Creative 1,998877,Northstar Retail,Native,113902,1528,4138.30,1.34,36.33,2.71,76,2024-11-22,ttd
ttd_cmp_00006,Evergreen Retargeting - Broad Display,ttd_ag_00083,Retargeting Display,ttd_cr_00083,Display Creative 2,998877,Northstar Retail,Display,482474,3085,15912.40,0.64,32.98,5.16,123,2024-11-23,ttd
ttd_cmp_00006,New Arrivals Cart Abandoners - Gift Guide Display,ttd_ag_00084,Lookalike Display,ttd_cr_00084,Display Creative 3,998877,Northstar Retail,Display,866390,50940,33405.85,5.88,38.56,0.66,3177,2024-11-24,ttd
ttd_cmp_00007,Holiday Retargeting - Promo Push CTV,ttd_ag_00085,Retargeting CTV,ttd_cr_00085,CTV Creative 4,998877,Northstar Retail,CTV,923585,37493,25922.12,4.06,28.07,0.69,2353,2024-11-25,ttd
ttd_cmp_00007,Evergreen Cart Abandoners - Broad Online Video,ttd_ag_00086,Retargeting Online Video,ttd_cr_00086,Online Video Creative 5,998877,Northstar Retail,Online Video,860897,6201,26208.63,0.72,30.44,4.23,71,2024-11-26,ttd
ttd_cmp_00007,Black Friday Lookalike - Broad Native,ttd_ag_00087,Lookalike Native,ttd_cr_00087,Native Creative 6,998877,Northstar Retail,Native,471862,17325,15140.50,3.67,32.09,0.87,249,2024-11-27,ttd
ttd_cmp_00007,Evergreen High Intent - Value Props CTV,ttd_ag_00088,Lookalike CTV,ttd_cr_00088,CTV Creative 7,998877,Northstar Retail,CTV,389095,27017,16859.66,6.94,43.33,0.62,364,2024-11-28,ttd
ttd_cmp_00007,Evergreen Cart Abandoners - Promo Push Native,ttd_ag_00089,Retargeting Native,ttd_cr_00089,Native Creative 8,998877,Northstar Retail,Native,676293,35454,26974.73,5.24,39.89,0.76,2458,2024-11-29,ttd
ttd_cmp_00007,New Arrivals Lapsed Customers - Promo Push Native,ttd_ag_00090,Retargeting Native,ttd_cr_00090,Native Creative 9,998877,Northstar Retail,Native,605284,23643,17993.02,3.91,29.73,0.76,1730,2024-11-30,ttd
ttd_cmp_00007,New Arrivals High Intent - Promo Push CTV,ttd_ag_00091,Contextual CTV,ttd_cr_00091,CTV Creative 0,998877,Northstar Retail,CTV,724175,19999,17823.23,2.76,24.61,0.89,660,2024-11-01,ttd
ttd_cmp_00007,Black Friday Lookalike - Promo Push CTV,ttd_ag_00092,Lookalike CTV,ttd_cr_00092,CTV Creative 1,998877,Northstar Retail,CTV,223101,2456,9238.94,1.10,41.41,3.76,172,2024-11-02,ttd
ttd_cmp_00007,Evergreen Lookalike - Broad Audio,ttd_ag_00093,Retargeting Audio,ttd_cr_00093,Audio Creative 2,998877,Northstar Retail,Audio,753477,1916,12221.75,0.25,16.22,6.38,75,2024-11-03,ttd
ttd_cmp_00007,Evergreen Lookalike - Gift Guide Native,ttd_ag_00094,Lookalike Native,ttd_cr_00094,Native Creative 3,998877,Northstar Retail,Native,570345,40504,6391.46,7.10,11.21,0.16,1826,2024-11-04,ttd
ttd_cmp_00007,Loyalty Cart Abandoners - Top Sellers Native,ttd_ag_00095,Retargeting Native,ttd_cr_00095,Native Creative 4,998877,Northstar Retail,Native,758235,43815,21060.87,5.78,27.78,0.48,1061,2024-11-05,ttd
ttd_cmp_00007,New Arrivals High Intent - Value Props Native,ttd_ag_00096,Behavioral Native,ttd_cr_00096,Native Creative 5,998877,Northstar Retail,Native,638265,25588,8813.01,4.01,13.81,0.34,1163,2024-11-06,ttd
ttd_cmp_00007,Cyber Week Lookalike - Top Sellers Display,ttd_ag_00097,Behavioral Display,ttd_cr_00097,Display Creative 6,998877,Northstar Retail,Display,587414,15130,18284.95,2.58,31.13,1.21,730,2024-11-07,ttd
ttd_cmp_00007,Black Friday Lapsed Customers - Gift Guide Native,ttd_ag_00098,Behavioral Native,ttd_cr_00098,Native Creative 7,998877,Northstar Retail,Native,948498,59606,28295.17,6.28,29.83,0.47,1947,2024-11-08,ttd
ttd_cmp_00008,Holiday Prospecting - Gift Guide Online Video,ttd_ag_00099,Lookalike Online Video,ttd_cr_00099,Online Video Creative 8,998877,Northstar Retail,Online Video,528008,8710,12810.13,1.65,24.26,1.47,121,2024-11-09,ttd
ttd_cmp_00008,Loyalty Lookalike - Core Terms Audio,ttd_ag_00100,Retargeting Audio,ttd_cr_00100,Audio Creative 9,998877,Northstar Retail,Audio,444879,24463,11978.10,5.50,26.92,0.49,1037,2024-11-10,ttd
ttd_cmp_00008,Loyalty Prospecting - Core Terms CTV,ttd_ag_00101,Lookalike CTV,ttd_cr_00101,CTV Creative 0,998877,Northstar Retail,CTV,157727,3718,5873.72,2.36,37.24,1.58,108,2024-11-11,ttd
ttd_cmp_00008,Loyalty Retargeting - Value Props Native,ttd_ag_00102,Lookalike Native,ttd_cr_00102,Native Creative 1,998877,Northstar Retail,Native,244231,18259,8767.04,7.48,35.90,0.48,254,2024-11-12,ttd
ttd_cmp_00008,Cyber Week Prospecting - Gift Guide Display,ttd_ag_00103,Lookalike Display,ttd_cr_00103,Display Creative 2,998877,Northstar Retail,Display,94444,2354,1039.32,2.49,11.00,0.44,166,2024-11-13,ttd
ttd_cmp_00008,Black Friday Cart Abandoners - Core Terms Online Video,ttd_ag_00104,Lookalike Online Video,ttd_cr_00104,Online Video Creative 3,998877,Northstar Retail,Online Video,905308,20249,46598.75,2.24,51.47,2.30,735,2024-11-14,ttd
ttd_cmp_00008,Evergreen Lookalike - Core Terms Native,ttd_ag_00105,Behavioral Native,ttd_cr_00105,Native Creative 4,998877,Northstar Retail,Native,243666,1943,9620.56,0.80,39.48,4.95,87,2024-11-15,ttd
ttd_cmp_00008,Cyber Week Lapsed Customers - Gift Guide Audio,ttd_ag_00106,Behavioral Audio,ttd_cr_00106,Audio Creative 5,998877,Northstar Retail,Audio,688057,7840,15919.64,1.14,23.14,2.03,520,2024-11-16,ttd
ttd_cmp_00008,Loyalty Prospecting - Core Terms Display,ttd_ag_00107,Lookalike Display,ttd_cr_00107,Display Creative 6,998877,Northstar Retail,Display,389785,29674,16119.79,7.61,41.36,0.54,1850,2024-11-17,ttd
ttd_cmp_00008,Cyber Week Lapsed Customers - Broad Online Video,ttd_ag_00108,Retargeting Online Video,ttd_cr_00108,Online Video Creative 7,998877,Northstar Retail,Online Video,758085,45487,30028.15,6.00,39.61,0.66,471,2024-11-18,ttd
ttd_cmp_00008,Black Friday Lookalike - Gift Guide CTV,ttd_ag_00109,Retargeting CTV,ttd_cr_00109,CTV Creative 8,998877,Northstar Retail,CTV,808164,32259,37336.46,3.99,46.20,1.16,2341,2024-11-19,ttd
ttd_cmp_00008,Holiday High Intent - Top Sellers Audio,ttd_ag_00110,Retargeting Audio,ttd_cr_00110,Audio Creative 9,998877,Northstar Retail,Audio,599425,34625,20508.84,5.78,34.21,0.59,1252,2024-11-20,ttd
ttd_cmp_00008,Cyber Week Lapsed Customers - Gift Guide Native,ttd_ag_00111,Lookalike Native,ttd_cr_00111,Native Creative 0,998877,Northstar Retail,Native,571031,10245,23754.50,1.79,41.60,2.32,684,2024-11-21,ttd
ttd_cmp_00008,Evergreen Retargeting - Core Terms Online Video,ttd_ag_00112,Contextual Online Video,ttd_cr_00112,Online Video Creative 1,998877,Northstar Retail,Online Video,827738,50054,21901.68,6.05,26.46,0.44,2255,2024-11-22,ttd
ttd_cmp_00009,Loyalty Prospecting - Promo Push Online Video,ttd_ag_00113,Contextual Online Video,ttd_cr_00113,Online Video Creative 2,998877,Northstar Retail,Online Video,625709,9605,33805.36,1.53,54.03,3.52,198,2024-11-23,ttd
ttd_cmp_00009,Cyber Week Lookalike - Broad Online Video,ttd_ag_00114,Lookalike Online Video,ttd_cr_00114,Online Video Creative 3,998877,Northstar Retail,Online Video,542926,5460,28711.62,1.01,52.88,5.26,68,2024-11-24,ttd
