Insertion Order ID,Insertion Order,Line Item ID,Line Item,Creative ID,Creative,Inventory Type,Advertiser ID,Advertiser,Impressions,Clicks,Media Cost (Advertiser Currency),CTR,CPM,CPC,Total Conversions,Date,Currency,platform
78000002,Evergreen Lapsed Customers - Core Terms Audio,88000025,Private Marketplace Audio,99000025,Audio 15s,Audio,556677,Northstar Retail,885736,24111,31749.01,2.72,35.84,1.32,951,2024-11-25,USD,dv360
78000002,Evergreen Lapsed Customers - Core Terms Video,88000026,Contextual Video,99000026,Video 15s,Video,556677,Northstar Retail,706674,15629,8889.99,2.21,12.58,0.57,689,2024-11-26,USD,dv360
78000002,New Arrivals Cart Abandoners - Top Sellers Display,88000027,Private Marketplace Display,99000027,Display 30s,Display,556677,Northstar Retail,573350,29519,6505.71,5.15,11.35,0.22,1581,2024-11-27,USD,dv360
78000002,Loyalty High Intent - Value Props Audio,88000028,Prospecting Audio,99000028,Audio 300x250,Audio,556677,Northstar Retail,157226,6426,6110.30,4.09,38.86,0.95,344,2024-11-28,USD,dv360
78000002,Black Friday High Intent - Top Sellers Display,88000029,Contextual Display,99000029,Display 300x250,Display,556677,Northstar Retail,54868,3983,752.00,7.26,13.71,0.19,177,2024-11-29,USD,dv360
78000002,Holiday Cart Abandoners - Value Props Audio,88000030,Remarketing Audio,99000030,Audio 728x90,Audio,556677,Northstar Retail,518794,24108,15226.49,4.65,29.35,0.63,993,2024-11-30,USD,dv360
78000002,Loyalty Cart Abandoners - Broad Audio,88000031,Contextual Audio,99000031,Audio Native,Audio,556677,Northstar Retail,892094,41120,9677.82,4.61,10.85,0.24,2035,2024-11-01,USD,dv360
78000002,Black Friday Lookalike - Promo Push Native,88000032,Prospecting Native,99000032,Native Native,Native,556677,Northstar Retail,908637,55129,23679.67,6.07,26.06,0.43,1699,2024-11-02,USD,dv360
78000003,Evergreen Retargeting - Core Terms Native,88000033,Contextual Native,99000033,Native 15s,Native,556677,Northstar Retail,301405,22255,7365.25,7.38,24.44,0.33,635,2024-11-03,USD,dv360
78000003,Loyalty Lapsed Customers - Value Props Display,88000034,Contextual Display,99000034,Display Native,Display,556677,Northstar Retail,378510,17578,7575.46,4.64,20.01,0.43,904,2024-11-04,USD,dv360
78000003,Holiday Cart Abandoners - Top Sellers Native,88000035,Remarketing Native,99000035,Native 30s,Native,556677,Northstar Retail,551015,24038,4834.65,4.36,8.77,0.20,711,2024-11-05,USD,dv360
78000003,Cyber Week High Intent - Core Terms Display,88000036,Remarketing Display,99000036,Display 30s,Display,556677,Northstar Retail,253540,3832,3868.37,1.51,15.26,1.01,75,2024-11-06,USD,dv360
78000003,Cyber Week Retargeting - Top Sellers Audio,88000037,Private Marketplace Audio,99000037,Audio 728x90,Audio,556677,Northstar Retail,846258,28007,16335.52,3.31,19.30,0.58,759,2024-11-07,USD,dv360
78000003,New Arrivals Retargeting - Gift Guide Audio,88000038,Private Marketplace Audio,99000038,Audio 728x90,Audio,556677,Northstar Retail,98489,421,3511.48,0.43,35.65,8.34,32,2024-11-08,USD,dv360
78000003,New Arrivals Cart Abandoners - Promo Push Audio,88000039,Prospecting Audio,99000039,Audio Native,Audio,556677,Northstar Retail,506349,24738,13634.84,4.89,26.93,0.55,297,2024-11-09,USD,dv360
78000003,Holiday Lookalike - Broad Video,88000040,Prospecting Video,99000040,Video Native,Video,556677,Northstar Retail,385157,28974,9895.45,7.52,25.69,0.34,1648,2024-11-10,USD,dv360
78000003,Black Friday High Intent - Gift Guide Display,88000041,Remarketing Display,99000041,Display Native,Display,556677,Northstar Retail,475432,21775,20626.39,4.58,43.38,0.95,313,2024-11-11,USD,dv360
78000003,Cyber Week Cart Abandoners - Promo Push Video,88000042,Prospecting Video,99000042,Video 15s,Video,556677,Northstar Retail,944936,35570,11354.31,3.76,12.02,0.32,853,2024-11-12,USD,dv360
78000003,New Arrivals Retargeting - Promo Push Native,88000043,Prospecting Native,99000043,Native 30s,Native,556677,Northstar Retail,663504,23242,28280.04,3.50,42.62,1.22,1309,2024-11-13,USD,dv360
78000003,Evergreen Lookalike - Core Terms Audio,88000044,Private Marketplace Audio,99000044,Audio 300x250,Audio,556677,Northstar Retail,721717,26527,29625.92,3.68,41.05,1.12,1584,2024-11-14,USD,dv360
78000003,Black Friday Lookalike - Value Props Audio,88000045,Remarketing Audio,99000045,Audio 30s,Audio,556677,Northstar Retail,715809,12473,17055.83,1.74,23.83,1.37,843,2024-11-15,USD,dv360
78000003,New Arrivals Lookalike - Promo Push Audio,88000046,Prospecting Audio,99000046,Audio 728x90,Audio,556677,Northstar Retail,840900,61806,25710.18,7.35,30.57,0.42,3312,2024-11-16,USD,dv360
78000003,New Arrivals Cart Abandoners - Core Terms Video,88000047,Contextual Video,99000047,Video 728x90,Video,556677,Northstar Retail,814264,49341,6597.67,6.06,8.10,0.13,2798,2024-11-17,USD,dv360
78000003,Cyber Week Lapsed Customers - Broad Display,88000048,Contextual Display,99000048,Display 300x250,Display,556677,Northstar Retail,899817,58759,48659.20,6.53,54.08,0.83,3165,2024-11-18,USD,dv360
78000004,Black Friday Prospecting - Core Terms Connected TV,88000049,Private Marketplace Connected TV,99000049,Connected TV 15s,Connected TV,556677,Northstar Retail,592691,9902,15694.71,1.67,26.48,1.59,730,2024-11-19,USD,dv360
78000004,Evergreen High Intent - Core Terms Video,88000050,Prospecting Video,99000050,Video 15s,Video,556677,Northstar Retail,257716,7299,9536.35,2.83,37.00,1.31,374,2024-11-20,USD,dv360
78000004,Loyalty Retargeting - Promo Push Audio,88000051,Remarketing Audio,99000051,Audio 300x250,Audio,556677,Northstar Retail,579989,39568,12630.33,6.82,21.78,0.32,2965,2024-11-21,USD,dv360
78000004,New Arrivals Cart Abandoners - Gift Guide Connected TV,88000052,Prospecting Connected TV,99000052,Connected TV 300x250,Connected TV,556677,Northstar Retail,44801,396,2435.02,0.88,54.35,6.15,11,2024-11-22,USD,dv360
78000004,Evergreen Lapsed Customers - Core Terms Native,88000053,Private Marketplace Native,99000053,Native Native,Native,556677,Northstar Retail,69664,4894,1695.14,7.02,24.33,0.35,225,2024-11-23,USD,dv360
78000004,Black Friday Prospecting - Broad Connected TV,88000054,Private Marketplace Connected TV,99000054,Connected TV Native,Connected TV,556677,Northstar Retail,563233,40996,6585.61,7.28,11.69,0.16,2168,2024-11-24,USD,dv360
78000004,Loyalty Cart Abandoners - Promo Push Video,88000055,Remarketing Video,99000055,Video 15s,Video,556677,Northstar Retail,470812,19560,20491.86,4.15,43.52,1.05,688,2024-11-25,USD,dv360
78000004,Evergreen Lookalike - Promo Push Audio,88000056,Remarketing Audio,99000056,Audio 300x250,Audio,556677,Northstar Retail,918797,47025,8931.01,5.12,9.72,0.19,1201,2024-11-26,USD,dv360
78000004,Loyalty Cart Abandoners - Promo Push Video,88000057,Prospecting Video,99000057,Video 300x250,Video,556677,Northstar Retail,246669,16041,11579.22,6.50,46.94,0.72,740,2024-11-27,USD,dv360
78000004,Loyalty Retargeting - Value Props Connected TV,88000058,Prospecting Connected TV,99000058,Connected TV 30s,Connected TV,556677,Northstar Retail,195992,5400,2613.77,2.76,13.34,0.48,310,2024-11-28,USD,dv360
78000004,Black Friday High Intent - Promo Push Display,88000059,Contextual Display,99000059,Display 300x250,Display,556677,Northstar Retail,329646,12989,3018.10,3.94,9.16,0.23,267,2024-11-29,USD,dv360
78000004,New Arrivals Lookalike - Top Sellers Native,88000060,Remarketing Native,99000060,Native 300x250,Native,556677,Northstar Retail,379892,21583,20134.60,5.68,53.00,0.93,867,2024-11-30,USD,dv360
78000004,Cyber Week Lookalike - Top Sellers Native,88000061,Private Marketplace Native,99000061,Native Native,Native,556677,Northstar Retail,509160,9563,15906.27,1.88,31.24,1.66,704,2024-11-01,USD,dv360
78000004,Evergreen High Intent - Promo Push Display,88000062,Contextual Display,99000062,Display 30s,Display,556677,Northstar Retail,212720,3864,6529.59,1.82,30.70,1.69,112,2024-11-02,USD,dv360
78000004,Cyber Week High Intent - Gift Guide Audio,88000063,Contextual Audio,99000063,Audio Native,Audio,556677,Northstar Retail,122773,2245,1859.84,1.83,15.15,0.83,71,2024-11-03,USD,dv360
78000004,Cyber Week High Intent - Core Terms Audio,88000064,Contextual Audio,99000064,Audio Native,Audio,556677,Northstar Retail,281966,5723,13796.98,2.03,48.93,2.41,205,2024-11-04,USD,dv360
78000005,Holiday High Intent - Broad Audio,88000065,Contextual Audio,99000065,Audio 15s,Audio,556677,Northstar Retail,243061,18716,12928.50,7.70,53.19,0.69,270,2024-11-05,USD,dv360
78000005,Holiday Retargeting - Broad Connected TV,88000066,Contextual Connected TV,99000066,Connected TV 728x90,Connected TV,556677,Northstar Retail,493424,35316,24267.68,7.16,49.18,0.69,595,2024-11-06,USD,dv360
78000005,Loyalty High Intent - Top Sellers Video,88000067,Remarketing Video,99000067,Video 300x250,Video,556677,Northstar Retail,891533,2774,23540.68,0.31,26.40,8.49,80,2024-11-07,USD,dv360
78000005,Evergreen Retargeting - Gift Guide Display,88000068,Contextual Display,99000068,Display Native,Display,556677,Northstar Retail,232186,10516,9608.10,4.53,41.38,0.91,537,2024-11-08,USD,dv360
78000005,Cyber Week Lookalike - Promo Push Display,88000069,Prospecting Display,99000069,Display 728x90,Display,556677,Northstar Retail,101503,2508,4494.42,2.47,44.28,1.79,113,2024-11-09,USD,dv360
78000005,New Arrivals Lookalike - Gift Guide Audio,88000070,Contextual Audio,99000070,Audio 300x250,Audio,556677,Northstar Retail,54590,1656,594.90,3.03,10.90,0.36,54,2024-11-10,USD,dv360
78000005,Holiday High Intent - Value Props Connected TV,88000071,Remarketing Connected TV,99000071,Connected TV 300x250,Connected TV,556677,Northstar Retail,473577,26203,13369.53,5.53,28.23,0.51,1990,2024-11-11,USD,dv360
78000005,New Arrivals Cart Abandoners - Value Props Native,88000072,Private Marketplace Native,99000072,Native 728x90,Native,556677,Northstar Retail,288909,1524,11939.02,0.53,41.32,7.83,49,2024-11-12,USD,dv360
78000005,Loyalty Retargeting - Promo Push Native,88000073,Prospecting Native,99000073,Native 300x250,Native,556677,Northstar Retail,517627,4017,27976.28,0.78,54.05,6.96,180,2024-11-13,USD,dv360
78000005,Loyalty Cart Abandoners - Broad Video,88000074,Contextual Video,99000074,Video 30s,Video,556677,Northstar Retail,947868,64725,24577.84,6.83,25.93,0.38,4531,2024-11-14,USD,dv360
78000005,Cyber Week Retargeting - Core Terms Audio,88000075,Prospecting Audio,99000075,Audio 15s,Audio,556677,Northstar Retail,540263,35077,4055.04,6.49,7.51,0.12,1379,2024-11-15,USD,dv360
78000005,Evergreen Lookalike - Broad Video,88000076,Contextual Video,99000076,Video 728x90,Video,556677,Northstar Retail,61140,550,2872.80,0.90,46.99,5.22,12,2024-11-16,USD,dv360
78000005,Loyalty Retargeting - Promo Push Audio,88000077,Private Marketplace Audio,99000077,Audio 30s,Audio,556677,Northstar Retail,860504,34619,12723.60,4.02,14.79,0.37,1795,2024-11-17,USD,dv360
78000005,Cyber Week Lapsed Customers - Broad Audio,88000078,Remarketing Audio,99000078,Audio 300x250,Audio,556677,Northstar Retail,433510,2473,9289.01,0.57,21.43,3.76,73,2024-11-18,USD,dv360
78000005,Black Friday High Intent - Top Sellers Audio,88000079,Private Marketplace Audio,99000079,Audio 728x90,Audio,556677,Northstar Retail,202246,14180,4199.72,7.01,20.77,0.30,204,2024-11-19,USD,dv360
78000005,Black Friday High Intent - Top Sellers Video,88000080,Private Marketplace Video,99000080,Video 15s,Video,556677,Northstar Retail,239172,12531,5202.22,5.24,21.75,0.42,929,2024-11-20,USD,dv360
78000006,Evergreen High Intent - Value Props Connected TV,88000081,Private Marketplace Connected TV,99000081,Connected TV 300x250,Connected TV,556677,Northstar Retail,291749,14273,8143.92,4.89,27.91,0.57,361,2024-11-21,USD,dv360
78000006,Loyalty Lapsed Customers - Core Terms Connected TV,88000082,Private Marketplace Connected TV,99000082,Connected TV Native,Connected TV,556677,Northstar Retail,715733,51741,10942.84,7.23,15.29,0.21,3564,2024-11-22,USD,dv360
78000006,Cyber Week Retargeting - Promo Push Audio,88000083,Private Marketplace Audio,99000083,Audio 728x90,Audio,556677,Northstar Retail,458545,17978,13658.87,3.92,29.79,0.76,1207,2024-11-23,USD,dv360
78000006,Holiday Lapsed Customers - Value Props Connected TV,88000084,Contextual Connected TV,99000084,Connected TV 15s,Connected TV,556677,Northstar Retail,246966,5860,10364.10,2.37,41.97,1.77,353,2024-11-24,USD,dv360
78000006,Cyber Week Lapsed Customers - Value Props Audio,88000085,Contextual Audio,99000085,Audio 300x250,Audio,556677,Northstar Retail,543756,23857,29466.24,4.39,54.19,1.24,268,2024-11-25,USD,dv360
78000006,Holiday High Intent - Gift Guide Display,88000086,Prospecting Display,99000086,Display 30s,Display,556677,Northstar Retail,939940,38534,9676.14,4.10,10.29,0.25,1582,2024-11-26,USD,dv360
78000006,Holiday Cart Abandoners - Top Sellers Video,88000087,Contextual Video,99000087,Video Native,Video,556677,Northstar Retail,874225,24893,19617.01,2.85,22.44,0.79,605,2024-11-27,USD,dv360
78000006,Holiday Lookalike - Promo Push Display,88000088,Remarketing Display,99000088,Display Native,Display,556677,Northstar Retail,528934,4098,15604.16,0.77,29.50,3.81,263,2024-11-28,USD,dv360
78000006,Holiday Prospecting - Core Terms Connected TV,88000089,Prospecting Connected TV,99000089,Connected TV 728x90,Connected TV,556677,Northstar Retail,427636,30122,12220.44,7.04,28.58,0.41,2278,2024-11-29,USD,dv360
78000006,Cyber Week Lookalike - Broad Connected TV,88000090,Private Marketplace Connected TV,99000090,Connected TV Native,Connected TV,556677,Northstar Retail,523385,5501,24389.26,1.05,46.60,4.43,244,2024-11-30,USD,dv360
78000006,Black Friday High Intent - Gift Guide Connected TV,88000091,Remarketing Connected TV,99000091,Connected TV 30s,Connected TV,556677,Northstar Retail,289403,855,3044.10,0.30,10.52,3.56,38,2024-11-01,USD,dv360
78000006,Holiday Cart Abandoners - Promo Push Audio,88000092,Prospecting Audio,99000092,Audio 30s,Audio,556677,Northstar Retail,239118,5608,9955.43,2.35,41.63,1.78,257,2024-11-02,USD,dv360
78000006,New Arrivals Cart Abandoners - Gift Guide Video,88000093,Contextual Video,99000093,Video 728x90,Video,556677,Northstar Retail,250917,5350,9459.88,2.13,37.70,1.77,171,2024-11-03,USD,dv360
78000006,New Arrivals Cart Abandoners - Promo Push Connected TV,88000094,Contextual Connected TV,99000094,Connected TV Native,Connected TV,556677,Northstar Retail,20608,79,1011.65,0.38,49.09,12.81,2,2024-11-04,USD,dv360
78000006,New Arrivals Retargeting - Value Props Display,88000095,Private Marketplace Display,99000095,Display 30s,Display,556677,Northstar Retail,361672,10106,18546.42,2.79,51.28,1.84,99,2024-11-05,USD,dv360
78000006,New Arrivals High Intent - Broad Connected TV,88000096,Prospecting Connected TV,99000096,Connected TV Native,Connected TV,556677,Northstar Retail,274420,11036,9974.49,4.02,36.35,0.90,838,2024-11-06,USD,dv360
78000007,Cyber Week Cart Abandoners - Broad Native,88000097,Private Marketplace Native,99000097,Native Native,Native,556677,Northstar Retail,752053,4627,33087.80,0.62,44.00,7.15,219,2024-11-07,USD,dv360
78000007,Holiday Lapsed Customers - Core Terms Display,88000098,Private Marketplace Display,99000098,Display 15s,Display,556677,Northstar Retail,729078,21755,38298.09,2.98,52.53,1.76,1415,2024-11-08,USD,dv360
78000007,Loyalty Lookalike - Broad Connected TV,88000099,Contextual Connected TV,99000099,Connected TV 30s,Connected TV,556677,Northstar Retail,655985,35845,14201.55,5.46,21.65,0.40,991,2024-11-09,USD,dv360
78000007,Holiday Cart Abandoners - Broad Display,88000100,Remarketing Display,99000100,Display 728x90,Display,556677,Northstar Retail,47679,2112,1690.75,4.43,35.46,0.80,136,2024-11-10,USD,dv360
78000007,New Arrivals Retargeting - Promo Push Audio,88000101,Remarketing Audio,99000101,Audio 15s,Audio,556677,Northstar Retail,25362,83,902.80,0.33,35.60,10.88,2,2024-11-11,USD,dv360
78000007,Evergreen Cart Abandoners - Promo Push Audio,88000102,Prospecting Audio,99000102,Audio 30s,Audio,556677,Northstar Retail,224893,9527,9998.52,4.24,44.46,1.05,731,2024-11-12,USD,dv360
78000007,Evergreen Lookalike - Top Sellers Audio,88000103,Private Marketplace Audio,99000103,Audio 30s,Audio,556677,Northstar Retail,663721,8704,26976.00,1.31,40.64,3.10,520,2024-11-13,USD,dv360
78000007,Holiday Prospecting - Gift Guide Audio,88000104,Contextual Audio,99000104,Audio 728x90,Audio,556677,Northstar Retail,16092,920,879.51,5.72,54.66,0.96,16,2024-11-14,USD,dv360
78000007,Evergreen Lapsed Customers - Gift Guide Video,88000105,Remarketing Video,99000105,Video Native,Video,556677,Northstar Retail,807994,12476,10438.69,1.54,12.92,0.84,967,2024-11-15,USD,dv360
78000007,Black Friday Retargeting - Gift Guide Display,88000106,Prospecting Display,99000106,Display Native,Display,556677,Northstar Retail,414138,31223,3679.20,7.54,8.88,0.12,1655,2024-11-16,USD,dv360
78000007,Cyber Week Lookalike - Broad Video,88000107,Contextual Video,99000107,Video Native,Video,556677,Northstar Retail,829952,14602,38861.56,1.76,46.82,2.66,843,2024-11-17,USD,dv360
78000007,New Arrivals High Intent - Broad Video,88000108,Remarketing Video,99000108,Video Native,Video,556677,Northstar Retail,905684,57598,44500.93,6.36,49.14,0.77,2625,2024-11-18,USD,dv360
78000007,Cyber Week Cart Abandoners - Gift Guide Video,88000109,Prospecting Video,99000109,Video 300x250,Video,556677,Northstar Retail,20379,301,1087.50,1.48,53.36,3.61,22,2024-11-19,USD,dv360
78000007,Loyalty Lapsed Customers - Top Sellers Native,88000110,Private Marketplace Native,99000110,Native Native,Native,556677,Northstar Retail,550018,3202,19699.41,0.58,35.82,6.15,51,2024-11-20,USD,dv360
78000007,Holiday Cart Abandoners - Value Props Video,88000111,Prospecting Video,99000111,Video Native,Video,556677,Northstar Retail,400100,22768,10055.92,5.69,25.13,0.44,1755,2024-11-21,USD,dv360
78000007,Holiday Lapsed Customers - Core Terms Display,88000112,Contextual Display,99000112,Display 300x250,Display,556677,Northstar Retail,682839,20033,31211.31,2.93,45.71,1.56,365,2024-11-22,USD,dv360
78000008,New Arrivals High Intent - Top Sellers Display,88000113,Contextual Display,99000113,Display 15s,Display,556677,Northstar Retail,153975,11622,4067.98,7.55,26.42,0.35,134,2024-11-23,USD,dv360
78000008,Holiday Cart Abandoners - Top Sellers Video,88000114,Prospecting Video,99000114,Video 30s,Video,556677,Northstar Retail,588201,7455,26796.87,1.27,45.56,3.59,388,2024-11-24,USD,dv360
78000008,New Arrivals Prospecting - Top Sellers Native,88000115,Remarketing Native,99000115,Native Native,Native,556677,Northstar Retail,911841,51708,11761.64,5.67,12.90,0.23,2083,2024-11-25,USD,dv360
78000008,Evergreen Cart Abandoners - Gift Guide Display,88000116,Prospecting Display,99000116,Display 300x250,Display,556677,Northstar Retail,847123,40615,16241.65,4.79,19.17,0.40,2851,2024-11-26,USD,dv360
78000008,Cyber Week Cart Abandoners - Top Sellers Video,88000117,Contextual Video,99000117,Video 15s,Video,556677,Northstar Retail,614200,4113,24047.42,0.67,39.15,5.85,207,2024-11-27,USD,dv360
78000008,New Arrivals Lookalike - Top Sellers Display,88000118,Remarketing Display,99000118,Display 15s,Display,556677,Northstar Retail,549295,14664,28009.72,2.67,50.99,1.91,551,2024-11-28,USD,dv360
78000008,Cyber Week Retargeting - Promo Push Connected TV,88000119,Remarketing Connected TV,99000119,Connected TV 15s,Connected TV,556677,Northstar Retail,840339,26329,24656.12,3.13,29.34,0.94,697,2024-11-29,USD,dv360
78000008,Cyber Week Retargeting - Gift Guide Video,88000120,Private Marketplace Video,99000120,Video 15s,Video,556677,Northstar Retail,150874,7603,2302.11,5.04,15.26,0.30,552,2024-11-30,USD,dv360
78000008,Evergreen Cart Abandoners - Broad Native,88000121,Contextual Native,99000121,Native Native,Native,556677,Northstar Retail,694609,32945,29354.01,4.74,42.26,0.89,1306,2024-11-01,USD,dv360
78000008,New Arrivals Lapsed Customers - Top Sellers Native,88000122,Remarketing Native,99000122,Native Native,Native,556677,Northstar Retail,769755,45483,7427.30,5.91,9.65,0.16,2644,2024-11-02,USD,dv360
78000008,Loyalty Lapsed Customers - Top Sellers Video,88000123,Contextual Video,99000123,Video 300x250,Video,556677,Northstar Retail,787004,58079,9504.09,7.38,12.08,0.16,1646,2024-11-03,USD,dv360
78000008,Cyber Week Lapsed Customers - Core Terms Video,88000124,Private Marketplace Video,99000124,Video 15s,Video,556677,Northstar Retail,144542,9321,3172.11,6.45,21.95,0.34,586,2024-11-04,USD,dv360
78000008,Holiday Lookalike - Gift Guide Connected TV,88000125,Contextual Connected TV,99000125,Connected TV 300x250,Connected TV,556677,Northstar Retail,438100,2590,10087.92,0.59,23.03,3.89,81,2024-11-05,USD,dv360
78000008,Black Friday Cart Abandoners - Value Props Native,88000126,Contextual Native,99000126,Native 15s,Native,556677,Northstar Retail,787525,6301,6274.27,0.80,7.97,1.00,363,2024-11-06,USD,dv360
78000008,Black Friday Prospecting - Value Props Video,88000127,Contextual Video,99000127,Video 30s,Video,556677,Northstar Retail,924695,28693,10918.08,3.10,11.81,0.38,2204,2024-11-07,USD,dv360
78000008,Evergreen High Intent - Gift Guide Native,88000128,Prospecting Native,99000128,Native 15s,Native,556677,Northstar Retail,139264,10626,2931.35,7.63,21.05,0.28,483,2024-11-08,USD,dv360
78000009,Black Friday Retargeting - Top Sellers Native,88000129,Prospecting Native,99000129,Native 728x90,Native,556677,Northstar Retail,232230,10505,2939.72,4.52,12.66,0.28,116,2024-11-09,USD,dv360
78000009,Black Friday Lookalike - Core Terms Native,88000130,Remarketing Native,99000130,Native 30s,Native,556677,Northstar Retail,845102,15693,15319.19,1.86,18.13,0.98,693,2024-11-10,USD,dv360
78000009,Holiday Cart Abandoners - Promo Push Audio,88000131,Private Marketplace Audio,99000131,Audio 300x250,Audio,556677,Northstar Retail,656212,7565,16833.79,1.15,25.65,2.23,348,2024-11-11,USD,dv360
78000009,Evergreen Cart Abandoners - Gift Guide Connected TV,88000132,Private Marketplace Connected TV,99000132,Connected TV 30s,Connected TV,556677,Northstar Retail,947434,20434,15159.00,2.16,16.00,0.74,337,2024-11-12,USD,dv360
78000009,Evergreen Prospecting - Promo Push Native,88000133,Contextual Native,99000133,Native 15s,Native,556677,Northstar Retail,590948,9413,32064.58,1.59,54.26,3.41,245,2024-11-13,USD,dv360
