campaignId,Campaign,placementId,Placement,creativeId,Creative,advertiserId,Advertiser,Site,Impressions,Clicks,Media Cost,Effective CPM,Total Conversions,Revenue,Date,platform
66000001,Evergreen Cart Abandoners - Promo Push CTV App,77000011,Article CTV App,88000011,Display Creative 2,445566,Northstar Retail,CTV App,673738,42786,13034.68,19.35,1663,247912.37,2024-11-11,cm360
66000001,Holiday High Intent - Top Sellers Publisher Site,77000012,Video Pre-roll Publisher Site,88000012,Video Creative 3,445566,Northstar Retail,Publisher Site,65089,850,754.35,11.59,20,2941.94,2024-11-12,cm360
66000001,New Arrivals Retargeting - Value Props CTV App,77000013,Article CTV App,88000013,Display Creative 4,445566,Northstar Retail,CTV App,118965,5879,6532.93,54.91,247,35566.96,2024-11-13,cm360
66000001,Cyber Week Cart Abandoners - Broad Publisher Site,77000014,ROS Publisher Site,88000014,Video Creative 5,445566,Northstar Retail,Publisher Site,349635,15370,17324.15,49.55,682,71586.53,2024-11-14,cm360
66000001,New Arrivals Prospecting - Top Sellers Programmatic Site,77000015,Article Programmatic Site,88000015,Display Creative 6,445566,Northstar Retail,Programmatic Site,831485,31758,9336.07,11.23,2304,157342.78,2024-11-15,cm360
66000001,Evergreen Cart Abandoners - Promo Push Programmatic Site,77000016,Article Programmatic Site,88000016,Video Creative 7,445566,Northstar Retail,Programmatic Site,267275,5792,1975.24,7.39,61,6806.02,2024-11-16,cm360
66000001,Black Friday Lapsed Customers - Broad CTV App,77000017,Homepage CTV App,88000017,Video Creative 0,445566,Northstar Retail,CTV App,771797,6267,8964.66,11.62,89,7094.39,2024-11-17,cm360
66000001,Loyalty Retargeting - Top Sellers Publisher Site,77000018,ROS Publisher Site,88000018,Display Creative 1,445566,Northstar Retail,Publisher Site,564035,42258,19166.70,33.98,1423,65719.33,2024-11-18,cm360
66000001,Black Friday High Intent - Gift Guide Programmatic Site,77000019,Video Pre-roll Programmatic Site,88000019,HTML5 Creative 2,445566,Northstar Retail,Programmatic Site,39361,2644,826.05,20.99,110,15282.72,2024-11-19,cm360
66000001,Cyber Week Prospecting - Value Props Publisher Site,77000020,Video Pre-roll Publisher Site,88000020,Tracking Creative 3,445566,Northstar Retail,Publisher Site,837124,47952,16337.06,19.52,2503,145713.60,2024-11-20,cm360
66000002,Evergreen Cart Abandoners - Top Sellers Publisher Site,77000021,Video Pre-roll Publisher Site,88000021,Video Creative 4,445566,Northstar Retail,Publisher Site,300842,20632,14534.06,48.31,183,15496.05,2024-11-21,cm360
66000002,Loyalty Cart Abandoners - Core Terms CTV App,77000022,Article CTV App,88000022,Tracking Creative 5,445566,Northstar Retail,CTV App,411958,19990,19488.81,47.31,171,18599.52,2024-11-22,cm360
66000002,Holiday Lapsed Customers - Top Sellers CTV App,77000023,Homepage CTV App,88000023,Video Creative 6,445566,Northstar Retail,CTV App,799422,9180,8802.99,11.01,197,29304.84,2024-11-23,cm360
66000002,Evergreen High Intent - Core Terms CTV App,77000024,Article CTV App,88000024,Display Creative 7,445566,Northstar Retail,CTV App,145163,1804,4806.84,33.11,58,8000.56,2024-11-24,cm360
66000002,New Arrivals Retargeting - Core Terms Mobile App,77000025,Newsletter Mobile App,88000025,Video Creative 0,445566,Northstar Retail,Mobile App,872542,52227,29376.47,33.67,3178,410974.04,2024-11-25,cm360
66000002,Loyalty Lookalike - Core Terms CTV App,77000026,ROS CTV App,88000026,HTML5 Creative 1,445566,Northstar Retail,CTV App,185119,5753,7024.95,37.95,132,12668.17,2024-11-26,cm360
66000002,Holiday Cart Abandoners - Promo Push Publisher Site,77000027,Video Pre-roll Publisher Site,88000027,HTML5 Creative 2,445566,Northstar Retail,Publisher Site,348052,8594,5685.49,16.34,556,68924.41,2024-11-27,cm360
66000002,Cyber Week Lapsed Customers - Broad Publisher Site,77000028,Article Publisher Site,88000028,Tracking Creative 3,445566,Northstar Retail,Publisher Site,845173,46927,18416.60,21.79,3231,411858.09,2024-11-28,cm360
66000002,Black Friday Prospecting - Value Props CTV App,77000029,Newsletter CTV App,88000029,Display Creative 4,445566,Northstar Retail,CTV App,337198,15179,5726.39,16.98,362,51313.10,2024-11-29,cm360
66000002,Holiday Lookalike - Core Terms Publisher Site,77000030,ROS Publisher Site,88000030,HTML5 Creative 5,445566,Northstar Retail,Publisher Site,525040,5627,8348.09,15.90,424,41353.73,2024-11-30,cm360
66000002,New Arrivals Prospecting - Gift Guide Publisher Site,77000031,Homepage Publisher Site,88000031,Display Creative 6,445566,Northstar Retail,Publisher Site,133282,10272,4934.17,37.02,178,17902.88,2024-11-01,cm360
66000002,Holiday Retargeting - Promo Push CTV App,77000032,Homepage CTV App,88000032,Display Creative 7,445566,Northstar Retail,CTV App,774188,29506,12332.75,15.93,348,23562.19,2024-11-02,cm360
66000002,Cyber Week Lapsed Customers - Promo Push Mobile App,77000033,Homepage Mobile App,88000033,Display Creative 0,445566,Northstar Retail,Mobile App,545310,19102,7558.42,13.86,235,32615.74,2024-11-03,cm360
66000002,Black Friday Lapsed Customers - Promo Push CTV App,77000034,Video Pre-roll CTV App,88000034,Display Creative 1,445566,Northstar Retail,CTV App,398710,16620,12174.32,30.53,601,25047.42,2024-11-04,cm360
66000002,Evergreen Lookalike - Top Sellers CTV App,77000035,Newsletter CTV App,88000035,HTML5 Creative 2,445566,Northstar Retail,CTV App,269975,5789,6744.98,24.98,51,7088.68,2024-11-05,cm360
66000002,Evergreen High Intent - Core Terms Publisher Site,77000036,ROS Publisher Site,88000036,Display Creative 3,445566,Northstar Retail,Publisher Site,507698,3154,15939.94,31.40,53,5261.48,2024-11-06,cm360
66000002,Cyber Week High Intent - Core Terms Publisher Site,77000037,ROS Publisher Site,88000037,Display Creative 4,445566,Northstar Retail,Publisher Site,101490,4159,4189.46,41.28,226,26298.17,2024-11-07,cm360
66000002,Evergreen High Intent - Promo Push CTV App,77000038,Article CTV App,88000038,Tracking Creative 5,445566,Northstar Retail,CTV App,372845,8422,16014.93,42.95,273,16130.35,2024-11-08,cm360
66000002,Evergreen Cart Abandoners - Value Props CTV App,77000039,Article CTV App,88000039,Tracking Creative 6,445566,Northstar Retail,CTV App,276588,18906,9640.01,34.85,937,33043.54,2024-11-09,cm360
66000002,Cyber Week Lookalike - Core Terms Programmatic Site,77000040,Newsletter Programmatic Site,88000040,HTML5 Creative 7,445566,Northstar Retail,Programmatic Site,946498,5901,8520.72,9.00,356,25082.73,2024-11-10,cm360
66000003,Black Friday Prospecting - Top Sellers Mobile App,77000041,Newsletter Mobile App,88000041,HTML5 Creative 0,445566,Northstar Retail,Mobile App,650792,19316,19505.15,29.97,1058,135912.30,2024-11-11,cm360
66000003,Cyber Week High Intent - Broad Publisher Site,77000042,Newsletter Publisher Site,88000042,Video Creative 1,445566,Northstar Retail,Publisher Site,816275,49114,17802.20,21.81,912,104329.19,2024-11-12,cm360
66000003,Evergreen High Intent - Value Props Publisher Site,77000043,Video Pre-roll Publisher Site,88000043,Tracking Creative 2,445566,Northstar Retail,Publisher Site,317916,21553,14909.41,46.90,1284,185584.45,2024-11-13,cm360
66000003,Evergreen Lapsed Customers - Promo Push Publisher Site,77000044,ROS Publisher Site,88000044,Display Creative 3,445566,Northstar Retail,Publisher Site,613270,3412,21077.00,34.37,46,3900.76,2024-11-14,cm360
66000003,New Arrivals Prospecting - Promo Push CTV App,77000045,Article CTV App,88000045,Tracking Creative 4,445566,Northstar Retail,CTV App,883948,54962,30212.81,34.18,1958,76974.04,2024-11-15,cm360
66000003,Evergreen Retargeting - Promo Push Mobile App,77000046,Newsletter Mobile App,88000046,Display Creative 5,445566,Northstar Retail,Mobile App,669281,48713,26543.23,39.66,2907,360541.84,2024-11-16,cm360
66000003,Cyber Week Prospecting - Broad CTV App,77000047,Homepage CTV App,88000047,Display Creative 6,445566,Northstar Retail,CTV App,496649,32130,25884.84,52.12,2038,261370.56,2024-11-17,cm360
66000003,Evergreen Cart Abandoners - Gift Guide Publisher Site,77000048,Newsletter Publisher Site,88000048,Display Creative 7,445566,Northstar Retail,Publisher Site,198952,11056,5403.63,27.16,625,50780.03,2024-11-18,cm360
66000003,Cyber Week Cart Abandoners - Promo Push CTV App,77000049,Video Pre-roll CTV App,88000049,HTML5 Creative 0,445566,Northstar Retail,CTV App,100773,4732,1734.63,17.21,358,46870.99,2024-11-19,cm360
66000003,Loyalty Lookalike - Value Props Programmatic Site,77000050,Video Pre-roll Programmatic Site,88000050,Display Creative 1,445566,Northstar Retail,Programmatic Site,105978,5326,1815.04,17.13,68,7271.03,2024-11-20,cm360
66000003,Loyalty Lapsed Customers - Value Props Mobile App,77000051,Newsletter Mobile App,88000051,HTML5 Creative 2,445566,Northstar Retail,Mobile App,374033,17856,17587.31,47.02,445,25134.88,2024-11-21,cm360
66000003,Evergreen Lookalike - Broad Mobile App,77000052,Homepage Mobile App,88000052,Display Creative 3,445566,Northstar Retail,Mobile App,726932,18429,12630.04,17.37,537,64510.69,2024-11-22,cm360
66000003,New Arrivals High Intent - Gift Guide Mobile App,77000053,Newsletter Mobile App,88000053,Tracking Creative 4,445566,Northstar Retail,Mobile App,739389,35092,31665.48,42.83,1411,165045.55,2024-11-23,cm360
66000003,Loyalty Prospecting - Core Terms Publisher Site,77000054,Article Publisher Site,88000054,Display Creative 5,445566,Northstar Retail,Publisher Site,529823,23129,25659.33,48.43,429,57907.27,2024-11-24,cm360
66000003,New Arrivals Cart Abandoners - Gift Guide Mobile App,77000055,ROS Mobile App,88000055,Display Creative 6,445566,Northstar Retail,Mobile App,789410,2644,6151.35,7.79,150,19109.87,2024-11-25,cm360
66000003,Cyber Week Cart Abandoners - Top Sellers CTV App,77000056,Homepage CTV App,88000056,Tracking Creative 7,445566,Northstar Retail,CTV App,485813,17185,17769.19,36.58,1140,159537.47,2024-11-26,cm360
66000003,Evergreen Retargeting - Broad Publisher Site,77000057,Video Pre-roll Publisher Site,88000057,HTML5 Creative 0,445566,Northstar Retail,Publisher Site,606113,19536,19375.77,31.97,1179,131411.82,2024-11-27,cm360
66000003,Holiday Retargeting - Gift Guide Mobile App,77000058,Article Mobile App,88000058,HTML5 Creative 1,445566,Northstar Retail,Mobile App,240515,18407,4045.68,16.82,644,73092.00,2024-11-28,cm360
66000003,Cyber Week Lapsed Customers - Top Sellers Publisher Site,77000059,Homepage Publisher Site,88000059,Display Creative 2,445566,Northstar Retail,Publisher Site,880990,36223,36039.72,40.91,2821,147316.37,2024-11-29,cm360
66000003,Evergreen Lookalike - Value Props Mobile App,77000060,ROS Mobile App,88000060,HTML5 Creative 3,445566,Northstar Retail,Mobile App,880420,66899,13007.58,14.77,2212,157421.83,2024-11-30,cm360
66000004,Cyber Week Lookalike - Value Props Publisher Site,77000061,Article Publisher Site,88000061,Video Creative 4,445566,Northstar Retail,Publisher Site,279442,7525,9821.67,35.15,547,38943.16,2024-11-01,cm360
66000004,Evergreen Lookalike - Broad Publisher Site,77000062,Newsletter Publisher Site,88000062,Display Creative 5,445566,Northstar Retail,Publisher Site,87018,5984,2758.77,31.70,122,12200.58,2024-11-02,cm360
66000004,Black Friday Cart Abandoners - Gift Guide Mobile App,77000063,Newsletter Mobile App,88000063,Tracking Creative 6,445566,Northstar Retail,Mobile App,442439,27397,21316.94,48.18,298,28101.14,2024-11-03,cm360
66000004,Evergreen Retargeting - Gift Guide Programmatic Site,77000064,Video Pre-roll Programmatic Site,88000064,Tracking Creative 7,445566,Northstar Retail,Programmatic Site,186164,6350,5985.11,32.15,299,10742.27,2024-11-04,cm360
66000004,New Arrivals Lapsed Customers - Top Sellers Programmatic Site,77000065,Homepage Programmatic Site,88000065,HTML5 Creative 0,445566,Northstar Retail,Programmatic Site,866480,55156,16791.91,19.38,3239,302283.24,2024-11-05,cm360
66000004,Evergreen High Intent - Value Props Publisher Site,77000066,Video Pre-roll Publisher Site,88000066,Display Creative 1,445566,Northstar Retail,Publisher Site,766302,43965,26005.51,33.94,3087,399071.00,2024-11-06,cm360
66000004,Loyalty Lookalike - Broad Publisher Site,77000067,Video Pre-roll Publisher Site,88000067,HTML5 Creative 2,445566,Northstar Retail,Publisher Site,893272,63405,35467.62,39.71,2226,183513.17,2024-11-07,cm360
66000004,Loyalty Lapsed Customers - Core Terms Publisher Site,77000068,Newsletter Publisher Site,88000068,Tracking Creative 3,445566,Northstar Retail,Publisher Site,264658,16950,13252.90,50.08,331,13797.89,2024-11-08,cm360
66000004,Cyber Week Retargeting - Core Terms CTV App,77000069,Video Pre-roll CTV App,88000069,Display Creative 4,445566,Northstar Retail,CTV App,381755,11615,20496.56,53.69,626,35732.77,2024-11-09,cm360
66000004,New Arrivals Retargeting - Value Props Programmatic Site,77000070,Newsletter Programmatic Site,88000070,Display Creative 5,445566,Northstar Retail,Programmatic Site,396801,24705,16774.69,42.27,1799,142625.22,2024-11-10,cm360
66000004,Cyber Week Lookalike - Top Sellers Mobile App,77000071,Article Mobile App,88000071,Tracking Creative 6,445566,Northstar Retail,Mobile App,658316,33351,7908.75,12.01,1290,178656.89,2024-11-11,cm360
66000004,Loyalty Lapsed Customers - Gift Guide Programmatic Site,77000072,Article Programmatic Site,88000072,Video Creative 7,445566,Northstar Retail,Programmatic Site,567146,37707,13138.17,23.17,843,74246.83,2024-11-12,cm360
66000004,Evergreen Lookalike - Value Props Mobile App,77000073,Article Mobile App,88000073,Tracking Creative 0,445566,Northstar Retail,Mobile App,693338,51262,20946.14,30.21,2657,237119.27,2024-11-13,cm360
66000004,Black Friday Lapsed Customers - Promo Push Publisher Site,77000074,Newsletter Publisher Site,88000074,Video Creative 1,445566,Northstar Retail,Publisher Site,344564,15185,6503.37,18.87,358,17416.05,2024-11-14,cm360
66000004,Loyalty Prospecting - Broad Publisher Site,77000075,Video Pre-roll Publisher Site,88000075,Tracking Creative 2,445566,Northstar Retail,Publisher Site,945915,59955,42404.42,44.83,3445,271054.91,2024-11-15,cm360
66000004,Holiday Cart Abandoners - Value Props CTV App,77000076,Article CTV App,88000076,Display Creative 3,445566,Northstar Retail,CTV App,506479,27208,25769.59,50.88,1226,112655.37,2024-11-16,cm360
66000004,Loyalty Lapsed Customers - Broad Mobile App,77000077,ROS Mobile App,88000077,Display Creative 4,445566,Northstar Retail,Mobile App,577235,28119,23080.50,39.98,380,52600.68,2024-11-17,cm360
66000004,Cyber Week Cart Abandoners - Broad Programmatic Site,77000078,Video Pre-roll Programmatic Site,88000078,HTML5 Creative 5,445566,Northstar Retail,Programmatic Site,268179,4565,8736.20,32.58,105,12817.51,2024-11-18,cm360
66000004,Evergreen Lapsed Customers - Broad Mobile App,77000079,Article Mobile App,88000079,Display Creative 6,445566,Northstar Retail,Mobile App,88183,2467,1634.84,18.54,64,3308.18,2024-11-19,cm360
66000004,Evergreen Lookalike - Value Props Programmatic Site,77000080,Article Programmatic Site,88000080,Display Creative 7,445566,Northstar Retail,Programmatic Site,882024,49293,28079.58,31.84,1622,167351.69,2024-11-20,cm360
66000005,Evergreen Lapsed Customers - Broad Mobile App,77000081,Article Mobile App,88000081,HTML5 Creative 0,445566,Northstar Retail,Mobile App,543774,13196,5575.29,10.25,828,105996.25,2024-11-21,cm360
66000005,Loyalty Retargeting - Top Sellers Publisher Site,77000082,Article Publisher Site,88000082,Display Creative 1,445566,Northstar Retail,Publisher Site,611548,3199,16449.56,26.90,72,8553.15,2024-11-22,cm360
66000005,Cyber Week Prospecting - Broad CTV App,77000083,Video Pre-roll CTV App,88000083,HTML5 Creative 2,445566,Northstar Retail,CTV App,732398,52646,28154.83,38.44,2314,99507.50,2024-11-23,cm360
66000005,New Arrivals Lookalike - Gift Guide CTV App,77000084,Article CTV App,88000084,Tracking Creative 3,445566,Northstar Retail,CTV App,545424,16102,22153.16,40.62,1009,61684.76,2024-11-24,cm360
66000005,Loyalty Retargeting - Promo Push Mobile App,77000085,Homepage Mobile App,88000085,HTML5 Creative 4,445566,Northstar Retail,Mobile App,57418,3197,2205.27,38.41,115,8488.26,2024-11-25,cm360
66000005,Black Friday Lookalike - Promo Push Publisher Site,77000086,ROS Publisher Site,88000086,Video Creative 5,445566,Northstar Retail,Publisher Site,746508,18253,12886.66,17.26,540,62416.71,2024-11-26,cm360
66000005,Evergreen High Intent - Promo Push Publisher Site,77000087,ROS Publisher Site,88000087,Tracking Creative 6,445566,Northstar Retail,Publisher Site,131952,1776,6393.49,48.45,135,8787.79,2024-11-27,cm360
66000005,Black Friday Retargeting - Core Terms CTV App,77000088,Video Pre-roll CTV App,88000088,HTML5 Creative 7,445566,Northstar Retail,CTV App,806445,55278,25863.57,32.07,2964,127555.12,2024-11-28,cm360
66000005,Evergreen Lookalike - Core Terms Programmatic Site,77000089,ROS Programmatic Site,88000089,Display Creative 0,445566,Northstar Retail,Programmatic Site,231430,10939,12288.29,53.10,787,87212.23,2024-11-29,cm360
66000005,Holiday Prospecting - Value Props Publisher Site,77000090,Homepage Publisher Site,88000090,Tracking Creative 1,445566,Northstar Retail,Publisher Site,461064,32049,7331.20,15.90,1441,81378.43,2024-11-30,cm360
66000005,New Arrivals Cart Abandoners - Core Terms Programmatic Site,77000091,Homepage Programmatic Site,88000091,Video Creative 2,445566,Northstar Retail,Programmatic Site,273838,17218,11449.22,41.81,1238,173327.69,2024-11-01,cm360
66000005,New Arrivals Cart Abandoners - Broad Mobile App,77000092,Newsletter Mobile App,88000092,Display Creative 3,445566,Northstar Retail,Mobile App,780529,54042,23842.42,30.55,2775,347295.44,2024-11-02,cm360
66000005,Loyalty High Intent - Promo Push Programmatic Site,77000093,Video Pre-roll Programmatic Site,88000093,HTML5 Creative 4,445566,Northstar Retail,Programmatic Site,189636,767,9229.96,48.67,34,2844.19,2024-11-03,cm360
66000005,Holiday Prospecting - Promo Push CTV App,77000094,Video Pre-roll CTV App,88000094,Tracking Creative 5,445566,Northstar Retail,CTV App,900327,59467,18724.07,20.80,1240,178409.13,2024-11-04,cm360
66000005,Cyber Week High Intent - Top Sellers Publisher Site,77000095,ROS Publisher Site,88000095,Video Creative 6,445566,Northstar Retail,Publisher Site,760446,17552,39112.65,51.43,1296,51346.35,2024-11-05,cm360
66000005,Black Friday Prospecting - Top Sellers Publisher Site,77000096,Homepage Publisher Site,88000096,Display Creative 7,445566,Northstar Retail,Publisher Site,518991,5196,19337.35,37.26,51,2609.23,2024-11-06,cm360
66000005,Loyalty Retargeting - Broad Programmatic Site,77000097,Video Pre-roll Programmatic Site,88000097,Display Creative 0,445566,Northstar Retail,Programmatic Site,729333,13408,8577.96,11.76,820,84031.34,2024-11-07,cm360
66000005,Holiday Cart Abandoners - Gift Guide CTV App,77000098,ROS CTV App,88000098,Tracking Creative 1,445566,Northstar Retail,CTV App,355421,16972,17476.02,49.17,681,38516.99,2024-11-08,cm360
66000005,New Arrivals Prospecting - Promo Push Mobile App,77000099,Article Mobile App,88000099,Video Creative 2,445566,Northstar Retail,Mobile App,768151,37653,35480.01,46.19,2698,245376.97,2024-11-09,cm360
66000005,Evergreen Retargeting - Core Terms Mobile App,77000100,Video Pre-roll Mobile App,88000100,Video Creative 3,445566,Northstar Retail,Mobile App,872241,62954,6830.78,7.83,3577,191106.43,2024-11-10,cm360
66000006,Loyalty Cart Abandoners - Promo Push Mobile App,77000101,Newsletter Mobile App,88000101,Display Creative 4,445566,Northstar Retail,Mobile App,537258,29246,8332.23,15.51,691,58592.81,2024-11-11,cm360
66000006,Cyber Week Lapsed Customers - Core Terms Mobile App,77000102,Homepage Mobile App,88000102,Video Creative 5,445566,Northstar Retail,Mobile App,362420,26808,8850.70,24.42,388,13876.60,2024-11-12,cm360
66000006,New Arrivals Lookalike - Value Props CTV App,77000103,Homepage CTV App,88000103,Tracking Creative 6,445566,Northstar Retail,CTV App,155233,3670,2561.90,16.50,189,25568.86,2024-11-13,cm360
66000006,New Arrivals Prospecting - Top Sellers Publisher Site,77000104,Video Pre-roll Publisher Site,88000104,Tracking Creative 7,445566,Northstar Retail,Publisher Site,624350,31335,15769.95,25.26,802,69302.18,2024-11-14,cm360
66000006,Cyber Week Lapsed Customers - Gift Guide CTV App,77000105,Video Pre-roll CTV App,88000105,Video Creative 0,445566,Northstar Retail,CTV App,465293,17585,12301.00,26.44,771,46920.16,2024-11-15,cm360
66000006,Black Friday Lapsed Customers - Gift Guide Programmatic Site,77000106,ROS Programmatic Site,88000106,Display Creative 1,445566,Northstar Retail,Programmatic Site,250476,1096,7968.17,31.81,32,3091.18,2024-11-16,cm360
66000006,Cyber Week Lapsed Customers - Gift Guide CTV App,77000107,Article CTV App,88000107,HTML5 Creative 2,445566,Northstar Retail,CTV App,830282,54798,7686.60,9.26,2928,273918.92,2024-11-17,cm360
66000006,Evergreen High Intent - Value Props Programmatic Site,77000108,Homepage Programmatic Site,88000108,Display Creative 3,445566,Northstar Retail,Programmatic Site,334158,20956,8514.96,25.48,363,26075.39,2024-11-18,cm360
66000006,Cyber Week Lookalike - Top Sellers Publisher Site,77000109,Newsletter Publisher Site,88000109,Display Creative 4,445566,Northstar Retail,Publisher Site,178390,12395,1484.34,8.32,616,51243.11,2024-11-19,cm360
66000006,Black Friday Prospecting - Broad CTV App,77000110,Newsletter CTV App,88000110,Tracking Creative 5,445566,Northstar Retail,CTV App,463019,7132,11521.94,24.88,540,24091.58,2024-11-20,cm360
66000006,Evergreen Prospecting - Core Terms Programmatic Site,77000111,Homepage Programmatic Site,88000111,Display Creative 6,445566,Northstar Retail,Programmatic Site,819095,44375,40593.97,49.56,2132,222857.56,2024-11-21,cm360
66000006,Black Friday Lapsed Customers - Broad Programmatic Site,77000112,Article Programmatic Site,88000112,Tracking Creative 7,445566,Northstar Retail,Programmatic Site,709326,54375,34517.95,48.66,1201,120215.57,2024-11-22,cm360
66000006,Loyalty High Intent - Promo Push Publisher Site,77000113,Homepage Publisher Site,88000113,Tracking Creative 0,445566,Northstar Retail,Publisher Site,536170,31306,28107.99,52.42,1979,79392.36,2024-11-23,cm360
66000006,Loyalty Prospecting - Top Sellers Programmatic Site,77000114,Article Programmatic Site,88000114,Tracking Creative 1,445566,Northstar Retail,Programmatic Site,191995,10667,2926.38,15.24,166,21857.34,2024-11-24,cm360
66000006,Black Friday Lookalike - Gift Guide Mobile App,77000115,Homepage Mobile App,88000115,Display Creative 2,445566,Northstar Retail,Mobile App,62153,455,552.00,8.88,14,2069.85,2024-11-25,cm360
66000006,New Arrivals Lapsed Customers - Broad Mobile App,77000116,Article Mobile App,88000116,Tracking Creative 3,445566,Northstar Retail,Mobile App,262068,15988,9550.20,36.44,977,84811.05,2024-11-26,cm360
66000006,New Arrivals Prospecting - Top Sellers CTV App,77000117,Video Pre-roll CTV App,88000117,HTML5 Creative 4,445566,Northstar Retail,CTV App,431113,10285,21715.52,50.37,713,90309.42,2024-11-27,cm360
66000006,Holiday High Intent - Promo Push Programmatic Site,77000118,Homepage Programmatic Site,88000118,HTML5 Creative 5,445566,Northstar Retail,Programmatic Site,458659,7814,7654.44,16.69,269,39640.66,2024-11-28,cm360
66000006,Loyalty High Intent - Broad Mobile App,77000119,Video Pre-roll Mobile App,88000119,Display Creative 6,445566,Northstar Retail,Mobile App,692378,11658,17301.76,24.99,232,26274.45,2024-11-29,cm360
66000006,Loyalty Prospecting - Promo Push Mobile App,77000120,Newsletter Mobile App,88000120,Video Creative 7,445566,Northstar Retail,Mobile App,583743,28110,14016.99,24.01,1859,169990.24,2024-11-30,cm360
66000007,Cyber Week High Intent - Core Terms CTV App,77000121,Article CTV App,88000121,Video Creative 0,445566,Northstar Retail,CTV App,644362,20387,14566.81,22.61,1341,175824.61,2024-11-01,cm360
66000007,Cyber Week Lookalike - Top Sellers Programmatic Site,77000122,Newsletter Programmatic Site,88000122,Tracking Creative 1,445566,Northstar Retail,Programmatic Site,745186,4522,28270.29,37.94,280,37595.59,2024-11-02,cm360
66000007,Holiday Retargeting - Broad Publisher Site,77000123,Video Pre-roll Publisher Site,88000123,Tracking Creative 2,445566,Northstar Retail,Publisher Site,211715,15715,6190.33,29.24,1110,156325.56,2024-11-03,cm360
66000007,Evergreen Lapsed Customers - Gift Guide Mobile App,77000124,Homepage Mobile App,88000124,HTML5 Creative 3,445566,Northstar Retail,Mobile App,28833,1487,774.75,26.87,47,6564.13,2024-11-04,cm360
66000007,New Arrivals Lapsed Customers - Top Sellers Publisher Site,77000125,Article Publisher Site,88000125,Display Creative 4,445566,Northstar Retail,Publisher Site,192281,1461,8330.20,43.32,101,6321.91,2024-11-05,cm360
66000007,Evergreen Prospecting - Core Terms Programmatic Site,77000126,ROS Programmatic Site,88000126,Video Creative 5,445566,Northstar Retail,Programmatic Site,891802,61616,21709.35,24.34,3425,387973.08,2024-11-06,cm360
66000007,Cyber Week Retargeting - Gift Guide Publisher Site,77000127,Video Pre-roll Publisher Site,88000127,Display Creative 6,445566,Northstar Retail,Publisher Site,527973,38994,12639.37,23.94,1337,110332.70,2024-11-07,cm360
66000007,Cyber Week Retargeting - Broad Programmatic Site,77000128,Newsletter Programmatic Site,88000128,Video Creative 7,445566,Northstar Retail,Programmatic Site,944893,65486,10833.17,11.46,2095,107037.68,2024-11-08,cm360
66000007,Evergreen Lookalike - Top Sellers CTV App,77000129,Homepage CTV App,88000129,Tracking Creative 0,445566,Northstar Retail,CTV App,685914,13389,32012.23,46.67,896,100640.48,2024-11-09,cm360
66000007,Holiday Cart Abandoners - Top Sellers Mobile App,77000130,ROS Mobile App,88000130,Tracking Creative 1,445566,Northstar Retail,Mobile App,389273,8337,13030.09,33.47,263,27115.25,2024-11-10,cm360
