campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,account_id,account_name,publisher_platform,platform_position,impressions,clicks,inline_link_clicks,spend,ctr,inline_link_click_ctr,cpm,cpc,purchases,date_start,platform
meta_cmp_0005,New Arrivals Cart Abandoners - Top Sellers instagram_reels,meta_adset_00055,Lookalike 2pct,meta_ad_00055,Carousel 0,act_2345678901,Northstar Retail,instagram,instagram_reels,488354,30780,25240,25687.97,6.30,5.17,52.60,0.83,367,11/25/2024,meta
meta_cmp_0005,New Arrivals Cart Abandoners - Broad instagram_reels,meta_adset_00056,Site Visitors 30d,meta_ad_00056,Carousel 1,act_2345678901,Northstar Retail,instagram,instagram_reels,152790,7721,6331,5228.10,5.05,4.14,34.22,0.68,282,11/26/2024,meta
meta_cmp_0005,New Arrivals Cart Abandoners - Promo Push facebook_feed,meta_adset_00057,Purchasers 180d,meta_ad_00057,Collection 2,act_2345678901,Northstar Retail,facebook,facebook_feed,578807,35935,29467,12941.23,6.21,5.09,22.36,0.36,978,11/27/2024,meta
meta_cmp_0005,Holiday Retargeting - Core Terms instagram_reels,meta_adset_00058,Site Visitors 30d,meta_ad_00058,Collection 3,act_2345678901,Northstar Retail,instagram,instagram_reels,424967,14978,12282,11106.13,3.52,2.89,26.13,0.74,548,11/28/2024,meta
meta_cmp_0005,Cyber Week High Intent - Broad audience_network,meta_adset_00059,Site Visitors 30d,meta_ad_00059,Carousel 4,act_2345678901,Northstar Retail,audience,audience_network,164721,542,444,5713.45,0.33,0.27,34.69,10.54,13,11/29/2024,meta
meta_cmp_0005,Loyalty Cart Abandoners - Value Props audience_network,meta_adset_00060,Purchasers 180d,meta_ad_00060,Collection 5,act_2345678901,Northstar Retail,audience,audience_network,20299,159,130,318.50,0.78,0.64,15.69,2.00,2,11/30/2024,meta
meta_cmp_0006,Holiday Retargeting - Gift Guide instagram_stories,meta_adset_00061,Purchasers 180d,meta_ad_00061,Static 0,act_2345678901,Northstar Retail,instagram,instagram_stories,576018,34748,28493,11243.29,6.03,4.95,19.52,0.32,399,11/01/2024,meta
meta_cmp_0006,Holiday Lapsed Customers - Top Sellers instagram_reels,meta_adset_00062,Purchasers 180d,meta_ad_00062,Static 1,act_2345678901,Northstar Retail,instagram,instagram_reels,136030,9175,7524,4074.23,6.74,5.53,29.95,0.44,637,11/02/2024,meta
meta_cmp_0006,New Arrivals Retargeting - Top Sellers facebook_feed,meta_adset_00063,Lookalike 2pct,meta_ad_00063,UGC Video 2,act_2345678901,Northstar Retail,facebook,facebook_feed,383204,21159,17350,17850.67,5.52,4.53,46.58,0.84,728,11/03/2024,meta
meta_cmp_0006,Cyber Week Cart Abandoners - Gift Guide audience_network,meta_adset_00064,Purchasers 180d,meta_ad_00064,Collection 3,act_2345678901,Northstar Retail,audience,audience_network,205609,1693,1388,4668.15,0.82,0.68,22.70,2.76,71,11/04/2024,meta
meta_cmp_0006,Holiday Lapsed Customers - Core Terms instagram_reels,meta_adset_00065,Purchasers 180d,meta_ad_00065,UGC Video 4,act_2345678901,Northstar Retail,instagram,instagram_reels,129441,7068,5796,3616.31,5.46,4.48,27.94,0.51,181,11/05/2024,meta
meta_cmp_0006,New Arrivals Retargeting - Broad instagram_stories,meta_adset_00066,Site Visitors 30d,meta_ad_00066,Carousel 5,act_2345678901,Northstar Retail,instagram,instagram_stories,361665,24102,19764,17176.56,6.66,5.46,47.49,0.71,377,11/06/2024,meta
meta_cmp_0006,Cyber Week Lookalike - Gift Guide audience_network,meta_adset_00067,Lookalike 2pct,meta_ad_00067,UGC Video 0,act_2345678901,Northstar Retail,audience,audience_network,214290,9645,7909,2411.06,4.50,3.69,11.25,0.25,424,11/07/2024,meta
meta_cmp_0006,Cyber Week Lapsed Customers - Value Props audience_network,meta_adset_00068,Purchasers 180d,meta_ad_00068,Static 1,act_2345678901,Northstar Retail,audience,audience_network,146119,8376,6868,3967.72,5.73,4.70,27.15,0.47,507,11/08/2024,meta
meta_cmp_0006,Black Friday Lapsed Customers - Value Props facebook_feed,meta_adset_00069,Lookalike 2pct,meta_ad_00069,Carousel 2,act_2345678901,Northstar Retail,facebook,facebook_feed,294554,10167,8337,11473.26,3.45,2.83,38.95,1.13,354,11/09/2024,meta
meta_cmp_0006,Holiday Lapsed Customers - Broad facebook_feed,meta_adset_00070,Lookalike 2pct,meta_ad_00070,Carousel 3,act_2345678901,Northstar Retail,facebook,facebook_feed,709155,43119,35358,23778.92,6.08,4.99,33.53,0.55,2101,11/10/2024,meta
meta_cmp_0006,Black Friday Cart Abandoners - Broad instagram_reels,meta_adset_00071,Purchasers 180d,meta_ad_00071,UGC Video 4,act_2345678901,Northstar Retail,instagram,instagram_reels,396667,7039,5772,4600.42,1.77,1.46,11.60,0.65,216,11/11/2024,meta
meta_cmp_0006,Evergreen Lookalike - Broad facebook_feed,meta_adset_00072,Lookalike 2pct,meta_ad_00072,UGC Video 5,act_2345678901,Northstar Retail,facebook,facebook_feed,45595,2102,1724,2405.44,4.61,3.78,52.76,1.14,118,11/12/2024,meta
meta_cmp_0007,New Arrivals Cart Abandoners - Gift Guide instagram_reels,meta_adset_00073,Purchasers 180d,meta_ad_00073,Carousel 0,act_2345678901,Northstar Retail,instagram,instagram_reels,871153,34699,28453,24139.28,3.98,3.27,27.71,0.70,475,11/13/2024,meta
meta_cmp_0007,Black Friday High Intent - Promo Push facebook_feed,meta_adset_00074,Lookalike 2pct,meta_ad_00074,UGC Video 1,act_2345678901,Northstar Retail,facebook,facebook_feed,882056,37968,31134,15943.86,4.30,3.53,18.08,0.42,842,11/14/2024,meta
meta_cmp_0007,Loyalty Lookalike - Broad facebook_feed,meta_adset_00075,Site Visitors 30d,meta_ad_00075,Static 2,act_2345678901,Northstar Retail,facebook,facebook_feed,560552,32264,26456,19819.53,5.76,4.72,35.36,0.61,2418,11/15/2024,meta
meta_cmp_0007,Cyber Week High Intent - Gift Guide audience_network,meta_adset_00076,Purchasers 180d,meta_ad_00076,Collection 3,act_2345678901,Northstar Retail,audience,audience_network,607312,6582,5397,6963.62,1.08,0.89,11.47,1.06,117,11/16/2024,meta
meta_cmp_0007,Holiday Lapsed Customers - Promo Push instagram_stories,meta_adset_00077,Site Visitors 30d,meta_ad_00077,UGC Video 4,act_2345678901,Northstar Retail,instagram,instagram_stories,612138,33088,27132,16088.96,5.41,4.43,26.28,0.49,457,11/17/2024,meta
meta_cmp_0007,Cyber Week Cart Abandoners - Core Terms audience_network,meta_adset_00078,Site Visitors 30d,meta_ad_00078,UGC Video 5,act_2345678901,Northstar Retail,audience,audience_network,947831,33744,27670,22230.58,3.56,2.92,23.45,0.66,2476,11/18/2024,meta
meta_cmp_0007,Loyalty Retargeting - Broad instagram_reels,meta_adset_00079,Lookalike 2pct,meta_ad_00079,Static 0,act_2345678901,Northstar Retail,instagram,instagram_reels,640365,14802,12138,18723.66,2.31,1.90,29.24,1.26,818,11/19/2024,meta
meta_cmp_0007,Loyalty Lapsed Customers - Core Terms instagram_stories,meta_adset_00080,Purchasers 180d,meta_ad_00080,Carousel 1,act_2345678901,Northstar Retail,instagram,instagram_stories,647494,33025,27081,34211.84,5.10,4.18,52.84,1.04,704,11/20/2024,meta
meta_cmp_0007,Holiday Prospecting - Top Sellers instagram_reels,meta_adset_00081,Site Visitors 30d,meta_ad_00081,UGC Video 2,act_2345678901,Northstar Retail,instagram,instagram_reels,691180,37353,30629,36391.07,5.40,4.43,52.65,0.97,1153,11/21/2024,meta
meta_cmp_0007,Cyber Week Cart Abandoners - Value Props facebook_feed,meta_adset_00082,Purchasers 180d,meta_ad_00082,Static 3,act_2345678901,Northstar Retail,facebook,facebook_feed,746357,39795,32632,32241.81,5.33,4.37,43.20,0.81,1434,11/22/2024,meta
meta_cmp_0007,Black Friday Prospecting - Top Sellers instagram_reels,meta_adset_00083,Lookalike 2pct,meta_ad_00083,Static 4,act_2345678901,Northstar Retail,instagram,instagram_reels,285173,3804,3119,6919.35,1.33,1.09,24.26,1.82,221,11/23/2024,meta
meta_cmp_0007,New Arrivals Cart Abandoners - Broad audience_network,meta_adset_00084,Site Visitors 30d,meta_ad_00084,Carousel 5,act_2345678901,Northstar Retail,audience,audience_network,914858,69426,56929,19595.95,7.59,6.22,21.42,0.28,4585,11/24/2024,meta
meta_cmp_0008,Cyber Week Lapsed Customers - Promo Push instagram_stories,meta_adset_00085,Purchasers 180d,meta_ad_00085,UGC Video 0,act_2345678901,Northstar Retail,instagram,instagram_stories,575756,37952,31121,12170.62,6.59,5.41,21.14,0.32,772,11/25/2024,meta
meta_cmp_0008,Loyalty Lapsed Customers - Broad instagram_reels,meta_adset_00086,Broad 18-44,meta_ad_00086,Collection 1,act_2345678901,Northstar Retail,instagram,instagram_reels,119026,4454,3652,5982.96,3.74,3.07,50.27,1.34,212,11/26/2024,meta
meta_cmp_0008,Holiday Prospecting - Core Terms instagram_stories,meta_adset_00087,Broad 18-44,meta_ad_00087,Static 2,act_2345678901,Northstar Retail,instagram,instagram_stories,176520,3296,2703,5516.62,1.87,1.53,31.25,1.67,174,11/27/2024,meta
meta_cmp_0008,Holiday Retargeting - Core Terms facebook_feed,meta_adset_00088,Purchasers 180d,meta_ad_00088,Carousel 3,act_2345678901,Northstar Retail,facebook,facebook_feed,582986,35483,29096,20536.18,6.09,4.99,35.23,0.58,491,11/28/2024,meta
meta_cmp_0008,Loyalty Prospecting - Broad instagram_reels,meta_adset_00089,Broad 18-44,meta_ad_00089,Static 4,act_2345678901,Northstar Retail,instagram,instagram_reels,167871,1417,1162,8847.26,0.84,0.69,52.70,6.24,28,11/29/2024,meta
meta_cmp_0008,Cyber Week High Intent - Promo Push audience_network,meta_adset_00090,Purchasers 180d,meta_ad_00090,Carousel 5,act_2345678901,Northstar Retail,audience,audience_network,208310,4114,3373,9886.32,1.97,1.62,47.46,2.40,235,11/30/2024,meta
meta_cmp_0008,Holiday High Intent - Gift Guide audience_network,meta_adset_00091,Purchasers 180d,meta_ad_00091,Carousel 0,act_2345678901,Northstar Retail,audience,audience_network,224305,7445,6105,5253.54,3.32,2.72,23.42,0.71,503,11/01/2024,meta
meta_cmp_0008,New Arrivals Prospecting - Core Terms instagram_reels,meta_adset_00092,Site Visitors 30d,meta_ad_00092,UGC Video 1,act_2345678901,Northstar Retail,instagram,instagram_reels,56111,2175,1784,2160.80,3.88,3.18,38.51,0.99,32,11/02/2024,meta
meta_cmp_0008,Loyalty Prospecting - Promo Push facebook_feed,meta_adset_00093,Lookalike 2pct,meta_ad_00093,Carousel 2,act_2345678901,Northstar Retail,facebook,facebook_feed,875307,11691,9587,30901.98,1.34,1.10,35.30,2.64,460,11/03/2024,meta
meta_cmp_0008,Black Friday Lapsed Customers - Top Sellers facebook_feed,meta_adset_00094,Purchasers 180d,meta_ad_00094,Carousel 3,act_2345678901,Northstar Retail,facebook,facebook_feed,406618,30448,24967,7358.49,7.49,6.14,18.10,0.24,245,11/04/2024,meta
meta_cmp_0008,Cyber Week Cart Abandoners - Broad instagram_stories,meta_adset_00095,Broad 18-44,meta_ad_00095,Carousel 4,act_2345678901,Northstar Retail,instagram,instagram_stories,339458,14571,11948,15495.55,4.29,3.52,45.65,1.06,1126,11/05/2024,meta
meta_cmp_0008,Black Friday Lookalike - Promo Push facebook_feed,meta_adset_00096,Site Visitors 30d,meta_ad_00096,Static 5,act_2345678901,Northstar Retail,facebook,facebook_feed,673592,3214,2635,31504.73,0.48,0.39,46.77,9.80,161,11/06/2024,meta
meta_cmp_0009,New Arrivals High Intent - Core Terms audience_network,meta_adset_00097,Broad 18-44,meta_ad_00097,UGC Video 0,act_2345678901,Northstar Retail,audience,audience_network,465965,34254,28088,3776.96,7.35,6.03,8.11,0.11,425,11/07/2024,meta
meta_cmp_0009,Holiday Cart Abandoners - Core Terms facebook_feed,meta_adset_00098,Broad 18-44,meta_ad_00098,Collection 1,act_2345678901,Northstar Retail,facebook,facebook_feed,649028,34398,28206,34093.39,5.30,4.35,52.53,0.99,1342,11/08/2024,meta
meta_cmp_0009,Black Friday Cart Abandoners - Promo Push facebook_feed,meta_adset_00099,Lookalike 2pct,meta_ad_00099,Collection 2,act_2345678901,Northstar Retail,facebook,facebook_feed,693607,21218,17399,37773.39,3.06,2.51,54.46,1.78,1459,11/09/2024,meta
meta_cmp_0009,Cyber Week Retargeting - Value Props facebook_feed,meta_adset_00100,Purchasers 180d,meta_ad_00100,Collection 3,act_2345678901,Northstar Retail,facebook,facebook_feed,935327,61190,50176,25363.03,6.54,5.36,27.12,0.41,3537,11/10/2024,meta
meta_cmp_0009,Holiday Prospecting - Top Sellers instagram_reels,meta_adset_00101,Site Visitors 30d,meta_ad_00101,Carousel 4,act_2345678901,Northstar Retail,instagram,instagram_reels,610028,11633,9539,28341.11,1.91,1.56,46.46,2.44,282,11/11/2024,meta
meta_cmp_0009,Loyalty Cart Abandoners - Value Props facebook_feed,meta_adset_00102,Purchasers 180d,meta_ad_00102,UGC Video 5,act_2345678901,Northstar Retail,facebook,facebook_feed,638784,39236,32174,29194.64,6.14,5.04,45.70,0.74,2832,11/12/2024,meta
